// SR4R voice dict file 14/17
// Lines 13001-14000 of 16797
// Format: "English": "Chinese translation";

"Yeah...": "嗯……";
"Prize room! Nice.": "奖品室！不错。";
"Heh. Respect.": "哼。致敬。";
"One shall stand, one shall fall.": "一个将站立，一个将倒下。";
"Ooh. Cyrus. That was a mistake.": "哦。赛勒斯。那是个错误。";
"Give us a minute to recover from last time, yeah?": "让我们歇口气再说吧，行吧？";
"Oh god. Why don't they have these things in the real world?": "天哪。现实世界为什么没有这些？";
"Bingo.": "宾果。";
"Nope.": "不行。";
"Gat! Let me go in first!": "盖特！让我先上！";
"Not bad, huh?": "不错吧？";
"I don't...I don't feel anything.": "我不……我什么感觉都没有。";
"Girls don't like being consolation prizes either...": "女孩也不想当安慰奖……";
"It's not every day you get to kill aliens with Keith David, no?": "不是每天都能和基思·大卫一起杀外星人，对吧？";
"Shit man, just asking a question.": "伙计，我就问个问题。";
"She called it \"Paranormal Bromance.\"": "她管这叫「超自然兄弟情」。";
"How many of you are there?": "你们有多少人？";
"The Earth is gone, huh? Fuck, man. Fuck.": "地球没了，嗯？操。妈的。";
"Get us to a safe spot so we can get back to the real world.": "带我们去安全的地方，这样我们能回现实世界。";
"It was on this plane where Shaundi and I lost our best friend.  Johnny Gat helped found the Saints originally, and Shaundi looked up to him ever since she joined.  He sacrificed himself to save us.  Now I want our friend back.": "就是在这架飞机上，莎蒂和我失去了我们最好的朋友。约翰尼·盖特协助创立了圣徒，莎蒂加入后一直把他当偶像。他为了救我们牺牲了自己。现在我要我们的朋友回来。";
"Totally cool.": "太酷了。";
"Clean, accurate shooting.  That's how it's done.": "干净利落的射击。就该这么打。";
"55 minutes.": "55分钟。";
"Well, yes, but which part exactly?": "嘛，是的，但具体哪部分？";
"You've gotta be joking.": "你开玩笑。";
"Different, huh? How?": "不同了，嗯？怎么不同？";
"Why can't I change lanes?": "我怎么不能换车道了？";
"I hope you never had kids otherwise it'll be \"hey George, go play in traffic with your friends.\"": "希望你没生过孩子，不然就是「嘿，乔治，跟你的朋友去马路上玩吧。」";
"The Zin are still keeping patrols in this area.  Do what you do and take them out.": "辛人还在这个区域巡逻。干你该干的，把他们收拾掉。";
"This looks important. Let's blow this up.": "这看起来很重要。炸了它。";
"Got it.  Let's get the last one already.": "拿到了。去拿最后一个吧。";
"No, I totally am. But I'm not in the mood to have this conversation right now.": "不，我确实是。但我现在不想谈这个。";
"All right. So what tipped the scales?": "好。那是什么让你改主意了？";
"So everything according to plan, huh?": "所以一切按计划进行？";
"Kinzie, what happened to Shaundi?": "金吉，莎蒂怎么了？";
"So much for her giving up.": "说她放弃，果然是假的。";
"Right, clusters.  If they can be so bloody useful, why does Zinyak leave 'em lying around?": "对了，数据簇。如果它们这么有用，齐尼亚克为什么到处乱放？";
"Cover me while I go in. Then get your asses back to the ship.": "掩护我进去。然后你们赶紧回飞船。";
"Why didn't you lead with that?": "你怎么不先说这个？";
"Yeah, I have enough time...  I hope I have enough time... Please god let me have enough time.": "是的，我有足够的时间……希望我有足够的时间……老天保佑我有足够的时间。";
"Y'think we could get CID a scary killbot body instead?": "你说能不能给C.I.D.换个杀人机器人的身体？";
"Good to see you again, Shaundi.": "又见到你了，莎蒂。";
"When you're not trying to shove it down my throat, yeah.": "你不硬塞给我的时候，确实不错。";
"Merde, where is the nearest location?": "妈的，最近的位置在哪？";
"Thank god.  Let's get this thing and go.": "谢天谢地。拿了这玩意走吧。";
"That's all we ever had before.  And I'm trying to focus on your mystery man.": "我们以前只有这些。而我在试着专注于你那个神秘男人。";
"Just activate it and it will follow you wherever you go.": "激活它，它就会跟着你走了。";
"Am I gonna get any straight answers?": "我能得到点直截了当的回答吗？";
"Alright. Where did he go?": "好。他去哪了？";
"BOSS WATCH OUT": "老大小心！";
"Yeah, it's her.": "对，是她。";
"It'll be fine.": "不会有事的。";
"I want to feel you in my hands...": "我想把你握在手里……";
"Place is crawling with Zinyak's goons.": "这地方爬满了齐尼亚克的打手。";
"This does wonders for my figure!": "这对我的身材大有好处！";
"We don't leave until you get your powers.": "在你拿到能力之前我们不走。";
"This is so much better than a spa day...": "这比做水疗爽多了……";
"Scan fast.": "快扫描。";
"Everything will be fine, Kinzie. Don't worry.": "一切都会好的，金吉。别担心。";
"Well you can't have one. You have power armor. Can we focus on getting Matt?": "你不能要。你有动力装甲。我们能专注于找马特吗？";
"I love the smell of ozone in the arena.": "我爱竞技场里臭氧的味道。";
"I know, man. I know.": "我知道，伙计。我知道。";
"So I got a great idea for what you need right now.  Swing by and I'll fill you in.": "我想到了个好主意，你现在正需要。过来一趟我跟你说。";
"That so-called puckish rogue didn't even shed a tear when their best friend's girl was beheaded right in front of them.": "那个所谓的俏皮 rogue 在他们最好的朋友的女朋友当面被斩首时连滴眼泪都没掉。";
"Hey! I've got a new track for you to try.": "嘿！我给你弄了首新曲子试试。";
"How are you holding up?": "你还好吗？";
"I suppose you're right.": "我想你是对的。";
"You focus on that. I'll finish off these guys.": "你专注于那个。我来收拾这些家伙。";
"What?": "什么？";
"Shit. Kinzie, I'm starting to worry about you.": "操。金吉，我开始担心你了。";
"Fair. Just make sure that idiot doesn't make me look like a jackass, okay?": "行。只要确保那个白痴不让我丢脸就行，好吗？";
"Freckle Bitches Get!": "弗莱克尔碧池斯出击！";
"Tell Zinyak I'm coming for him!": "告诉齐尼亚克我来了！";
"That's what I said.": "我就是这么说的。";
"What the hell is this place? These are all people.": "这到底是什么地方？这些都是人。";
"Uh, we should probably get out of here, right?": "呃，我们大概该走了吧？";
"Looks like CID was right, they've got another generator up and running.": "看来C.I.D.说得对，他们又启动了一台发电机。";
"Fuck this. I'm totally killing this guy.": "去他妈的。我非杀了这家伙不可。";
"Oh whatever, just kill those things first.  Now can I go back to flying this thing or do you want us to crash?": "哦随便，先把那些东西杀了。现在我能回去开这玩意吗，还是你想让我们坠毁？";
"What?": "什么？";
"Ooh. Cyrus. Bad mistake.": "哦。赛勒斯。大错。";
"Is MI6 really called upon to escort TV correspondents on shopping trips?": "军情六处真的会被叫去陪电视记者购物吗？";
"Incredible!  There's no stopping this Saint today.": "不可思议！今天没有谁能阻止这个圣徒。";
"Well, since you put it that way...": "嘛，你这么说的话……";
"Kinzie...?": "金吉……？";
"DELETE": "删除";
"CID?  Any progress on that shield?": "C.I.D.？护盾有进展吗？";
"What just happened?": "刚才怎么了？";
"Just before I was kidnapped.  Probably why Zinyak went after me, actually.": "就在我被绑架之前。大概齐尼亚克就是因为这个来抓我的。";
"I better get down there.": "我最好下去。";
"The C.I.D. will get what it needs automatically. Just keep it safe!": "C.I.D.会自动获取需要的东西。保护好它就行！";
"ENGLISH, Kinzie. You know I hate technobabble.": "说人话，金吉。你知道我讨厌技术术语。";
"I don't intend to.  I've been talkin' with Matt and he figured out a way to allow you to power up your ability to dance on stage.  I'm thinking we can use you to draw her out.": "我没打算这样。我跟马特谈过了，他想到了个办法让你提升在台上跳舞的能力。我想我们可以用你来把她引出来。";
"But CID will download faster, right?": "但C.I.D.下载会更快，对吧？";
"Shit!": "妈的！";
"Way to go Kinzie!": "干得好金吉！";
"Look, I know secrecy is MI6's thing but I've kind of had enough with--": "听，我知道保密是军情六处的风格，但我已经受够了——";
"Hands off, Veteran Child.": "手放开，老兵之子。";
"Things are exploding all around us.": "我们周围到处在爆炸。";
"From leader of the Vice Kings, to best-selling self-help book author, to the President's Chief of Staff; there are few people who've done as much as Benjamin King.  And to think I almost tried to kill him back in Stilwater before his own lieutenants staged their little coup.  Guess it worked out for him.": "从副王帮的首领，到畅销自助书作家，到总统幕僚长；能做到这些的人不多，本杰明·金是其中之一。想想我在斯提尔沃特时还差点想杀他，后来他自己的副手发动了小政变。看来结果对他还不错。";
"Okay, I'm nearing...something.": "好，我在靠近……什么东西。";
"I have my moments.": "我偶尔也有高光时刻。";
"Trust me.": "相信我。";
"He's gonna learn really quick how bad an idea is to fuck with us.": "他很快就会知道跟我们作对有多蠢。";
"Overloading?": "过载？";
"What?": "什么？";
"What's happening?": "出什么事了？";
"See?  I told you Johnny was alive.": "看吧？我说了约翰尼还活着。";
"Maybe I should get an eye exam. I wonder if our coverage is any good...": "也许我该去查个眼睛。不知道我们的保险够不够……";
"Kinzie, what's going to happen to this tank when I get it back to the warehouse?": "金吉，我把坦克开回仓库后会怎样？";
"Kinzie...?  Great...": "金吉……？好吧……";
"Meaning?": "什么意思？";
"Look, I have to prove to other me that I'm more than a party girl. So I came up with a list of things that are causing problems in the simulation.": "听，我得向另一个我证明我不只是个派对女孩。所以我列了一个在模拟中造成问题的清单。";
"Ah.  Gentlemen.  Parlez vous Francais?": "啊。先生们。你们说法语吗？";
"DELETE": "删除";
"What?  Why not just an entire fuckin' island then?": "什么？那怎么不直接搞一整座岛？";
"That's not my usual style.": "那不是我平时的风格。";
"Wait for him to pass.": "等他过去。";
"Careful, I'm reading explosives on those C.I.D.s.  I wouldn't let them get close.": "小心，我在那些C.I.D.上探测到爆炸物。别让它们靠近。";
"Fuck was that?": "搞什么？";
"Sorry sweetie.": "抱歉，亲爱的。";
"So unlock them.": "那就解锁啊。";
"Hole, I'm gonna...": "洞，我要……";
"I don't think you do. Mr. David is quite charismatic--": "我不觉得。大卫先生很有魅力——";
"Never send the Secret Service to do a lady's work.": "别派特勤局来做女士的活。";
"Been a while since I had to steal my own car.": "好久没偷自己的车了。";
"This simulation better be killer, Matt.": "这模拟最好够劲，马特。";
"She is in the park, Benjamin.": "她在公园里，本杰明。";
"Inside to find King.": "进去找金。";
"The Saints are known for unethical shooting...": "圣徒向来以“不道德射击”闻名……";
"Oh sure, no problem...": "哦当然，没问题……";
"Fine.  Why do you ask?": "行。你为什么问？";
"CID, this is--okay, I'm curious but NO. This is not the time for that discussion.": "C.I.D.，这是——好吧，我很好奇，但不行。现在不是讨论这个的时候。";
"A secret room? Clever girl.": "密室？聪明的姑娘。";
"But...we want it all to crash, right?": "但……我们想要它崩的，对吧？";
"We could have been such close friends, Matt.": "我们本可以成为好朋友的，马特。";
"Uh, Kinzie...": "呃，金吉……";
"Always with the vulgarity. ANYWAY. Have some fun with these, mmm, minor changes I made.": "总是这么粗俗。算了。玩玩这些我做的嗯小改动吧。";
"Hold on, this is about that asshole?": "等等，是关于那个混蛋的？";
"Oh yeah.": "哦对。";
"But what's done is done. You can't stop this. You never could. You fail. That's what you do. That's why you got that shit assignment babysitting a gang of thugs as they hunted down Cyrus Temple.": "但木已成舟。你阻止不了。你从来都阻止不了。你失败。那就是你做的事。所以你才被派去 babysit 一群暴徒，让他们追杀赛勒斯·坦普尔。";
"Add it to the playlist!": "加到播放列表里！";
"CID's gonna be helping me and you're worried about ME being nice?": "C.I.D.要来帮我，你倒担心我不够友善？";
"Shh! He'll hear you.": "嘘！他会听到你。";
"Because open auditions are the dream of every dancer.  Preconceived notions of age, race, and training are gone, and all that matters is raw talent and the love of the art.": "因为公开试镜是每个舞者的梦想。年龄、种族和训练的成见都不存在了，重要的只有原始天赋和对艺术的热爱。";
"Johnny...it's you.": "约翰尼……是你。";
"DELETE": "删除";
"Tear...": "撕裂……";
"Yeah, that's a good look for him.": "对，这造型挺适合他的。";
"Steady, Joe, steady...": "稳住，乔，稳住……";
"A...music gun. Seriously, Matt?": "一把……音乐枪。说真的，马特？";
"Hello Kinzie, we are on site.  Now where do we find the processor?": "你好金吉，我们到了。处理器在哪？";
"Okay, okay! I am sorry.  Now what must I do?": "好了好了！我道歉。现在我该做什么？";
"Your key is safe with me. I promise.": "你的钥匙在我这很安全。我保证。";
"Work fast.": "快点干活。";
"No.  ": "不。";
"First time I met Oleg, he was naked and strapped into a big machine.": "我第一次见奥列格时，他光着身子被绑在一台大机器上。";
"Oleg! How the hell are you?": "奥列格！你还好吗？";
"Watch out!": "小心！";
"Enough with the hoodoo already, the generator over there isn't even on...": "别搞那些玄乎的了，那边那个发电机连开都没开……";
"Oh fuck...what's that taste in my throat?": "哦操……我嗓子里什么味？";
"Oh fuck...what's that taste in my throat?": "哦操……我嗓子里什么味？";
"More Zins on patrol. They won't stop until we send them a clear message.": "更多辛人在巡逻。不给他们送个明确的信息他们不会停。";
"I'll hold you to that.": "我记着呢。";
"Stubborn and defensive? Sounds like Asha all right. ": "又固执又有防御心？听起来确实是阿莎。";
"What IS happening?": "到底在发生什么？";
"What the hell? Is that...": "什么鬼？那是……";
"You have power armor, so it's gotta have some weapons and powers built in.  Use them.": "你有动力装甲，那它肯定内置了武器和能力。用起来。";
"This can't be over soon enough...": "这事越快结束越好……";
"Remember that meeting with your superiors? When they almost stripped you of your rank? ": "还记得跟你上级那次会面吗？他们差点褫夺你的军衔。";
"Oh yeah! This is my jam!": "哦对！这是我的曲子！";
"Is there one open near here?": "这附近有开的吗？";
"Enough of this bull*BEEP*!": "受够了这*哔*废话！";
"Look, just spread the word, we're meeting at Kinzie's...": "听着，传个话，我们在金吉那里集合……";
"But the Zin officials are protected in the real world with defenses controlled by the virtual one. Shut down those defenses and I can strike.": "但辛人官员在现实世界受到的防护是由虚拟世界控制的。关闭那些防护我就能出手。";
"Looks like he's heading to--": "看起来他要去——";
"DELETE": "删除";
"I know what I'm walking into.": "我知道我在走向什么。";
"This data is amazing.  Incomplete, but amazing.": "这些数据太惊人了。不完整，但惊人。";
"This looks important. Let's blow this up.": "这看起来很重要。炸了它。";
"If you're lucky she won't gouge out your 1 eye.": "运气好的话她不会挖出你那只独眼。";
"Anytime, Pierce.": "随时奉陪，皮尔斯。";
"Well give them to him and let's get Pierce.": "那就给他然后去找皮尔斯。";
"I don't know, man. Kinzie always took care of this shit.": "我不知道，伙计。金吉一直负责处理这种破事。";
"Not a bad \"fuck you\" to the asshole-in-charge. See me when you wanna finish this.": "对那管事的混蛋说句「去你的」说得不错。想结束这事就来找我。";
"Does this place not have light switches?": "这地方就没有电灯开关吗？";
"Matt, I want to show Johnny some of what he missed not being in Steelport. Can you recreate some Murder Time Fun Time for us?": "马特，我想给约翰尼看看他不在钢城港时错过了什么。你能给我们重建一些「谋杀时光乐趣」吗？";
"So what are these drugs, Shaundi?": "那这些是什么药，莎蒂？";
"Hey wait, you took my line.": "嘿等等，你抢了我的台词。";
"How do I know you aren't just one of Zinyak's goons fucking with me?": "我怎么知道你不是齐尼亚克的一个来耍我的打手？";
"We have the love and support of Zinyak. What else could we possibly need?": "我们有齐尼亚克的爱和支持。还需要什么？";
"I hope it's not the one that's about to crash.": "希望不是那个快坠的。";
"Oh man this stuff is killer!": "天哪这玩意太劲了！";
"Muuuch better.": "好多了。";
"Any disasters happen in the past five minutes?": "过去五分钟有灾难发生吗？";
"*BEEP* the flowers, we gotta go!": "*哔*那些花，我们得走了！";
"And I can expect this every time?": "我每次都能期待这个？";
"Looks like you already got this covered, what do you need me for?": "看来你已经搞定了，要我做什么？";
"I'd like to shoot your damn tailor.": "我想毙了你那该死的裁缝。";
"And there you have it, folks! Genki is down.": "各位，大功告成！源鬼倒了。";
"We what?": "我们什么？";
"A lot of VKs here. Aaaaand a gimp.": "这里好多副王帮的人。还有……一个受虐狂。";
"Oh man! YEAH!": "天哪！对！";
"You just gave me a bigger target.": "你刚给了我一个更大的目标。";
"Guess I'm not really in a hurry...to do anything. At all. HEY!": "看来我不怎么急着……做任何事。完全不。嘿！";
"*song lyrics*": "*歌词*";
"I've cooked up a little code to upload into the simulation.  Mind keeping any security off it while I get it installed?": "我写了一段小程序准备上传到模拟里。在我安装的时候能帮忙挡住安保吗？";
"Well--": "嘛——";
"Strewth.": "千真万确。";
"Look at all the contestants today!": "看看今天所有参赛者！";
"Franklyn Nyte was a member of the Order until he succumbed to the dark embrace and was turned into one such creature: a vampire.": "弗兰克林·奈特曾是教团成员，直到他屈服于黑暗的拥抱，被变成了那样一种生物：吸血鬼。";
"You know what this thing we're going after looks like?": "你知道我们要找的那个东西长什么样吗？";
"What else is new.  So how do I get around it?": "还有什么新的。那我怎么绕过去？";
"Which doctor do you use?": "你用哪个医生？";
"Nice work, Oleg.": "干得好，奥列格。";
"Finish him!": "了结他！";
"We can't let Johnny down.  Kinzie, can you reset this part?": "我们不能让约翰尼失望。金吉，你能重置这部分吗？";
"This is why we aren't closer.": "这就是为什么我们不够亲近。";
"Donne-moi!": "给我！";
"Fine, but if you really want to get to the docks then you may wanna use the gas pedal.  Seriously Pierce, you're like, going the speed limit.": "行，但如果你真想去码头，你大概得踩油门。说真的皮尔斯，你在限速行驶。";
"I'm on the second one.": "我在第二个了。";
"I dread these endless question and answer sessions.": "我害怕这些无休止的问答环节。";
"Now's our chance: kill him!": "机会来了，杀了他！";
"Splendid. That should give me enough time to destroy more Zin.": "太好了。那应该够我多消灭些辛人。";
"Let's hear it, hon.": "说来听听，亲爱的。";
"DELETE": "删除";
"You can trace all these gangs back to him, right? You can find his simulation?": "你能把所有这些帮派追溯到他身上，对吧？你能找到他的模拟？";
"Stay down, Cyrus. I'm walking out of here with Kinzie and there's no way I'm letting you stop me.": "趴下吧，赛勒斯。我要带着金吉走出这里，你不可能拦住我。";
"C'mon, Pierce, we don't have all night.": "快点，皮尔斯，我们没一整晚。";
"Ah yeah! This is what I'm talking about.": "啊对！我说的就是这个。";
"One shall stand, one shall fall.": "一个将站立，一个将倒下。";
"We would have had a marvelous second term, Keith.": "我们本会有一个精彩的第二任期的，基思。";
"That's just the way it works around here.": "这里的规矩就是这样。";
"But I couldn't save him.": "但我没能救他。";
"Go left! Go left!": "走左边！走左边！";
"Are you refusing a Presidential order?": "你在拒绝总统的命令吗？";
"By all means.": "请便。";
"Well shit...": "呃，搞什么...";
"Kinzie?!": "金吉？！";
"You realize your potential \"readers\" total about ten people, right?": "你意识到你潜在的「读者」总共也就十个人吧？";
"We need all the help we can get.  How do we get him?": "我们需要所有能得到的帮助。怎么找到他？";
"Actually, you did.  You're the one who made all the choices for me.": "其实你做了。是你替我做了所有选择。";
"I can't take this anymore!": "我再也受不了了！";
"Too right. Kinzie, does this ship have a radio?": "太对了。金吉，这飞船有收音机吗？";
"Hey, I was just--": "嘿，我只是——";
"Not very genuine, but I guess it'll do.  Just remember who can help save your hide now and then.": "不太真诚，但凑合吧。记住谁时不时能帮你保命。";
"Swoosh!": "嗖！";
"Fun, but I want something more challenging.": "有趣，但我想要更有挑战性的。";
"Over.": "结束。";
"You never could die with dignity.": "你就不能死得体面点。";
"I KNEW IT!  The dance flows within me!  You hear that, King?": "我就知道！舞蹈在我体内流淌！你听到了吗，金？";
"That key ready yet?": "那把钥匙好了没？";
"Looks like they're bringing out tanks.": "看来他们出坦克了。";
"Screw him, Kinzie.  How 'bout setting up one of them training rooms for me?": "别管他，金吉。给我弄一间训练室怎么样？";
"Ben, she landed in the park.": "本，她降落在公园了。";
"So these lorries, they loaded with something Zinyak needs?": "那这些卡车，装的是齐尼亚克需要的东西？";
"Have I misplaced my trust?": "是我错信了人吗？";
"DON'T YOU DARE INSULT MY TALENT!": "你敢侮辱我的才华！";
"Hold on, are you tripping?": "等等，你嗑药了？";
"What the hell happened to her?": "她到底怎么了？";
"Zinyak believes being stuck in a town where I don't call the shots is going to break me.": "齐尼亚克以为把我困在一个我说了不算的镇子里就能击垮我。";
"DELETE": "删除";
"No ball gag. I'll consider this a win.": "没有口球。算我赢。";
"I'm doing the best I can. It'd be much easier if Kinzie were still here.": "我在尽力。要是金吉还在就容易多了。";
"Hurt him. But save the last hit for me.": "揍他。但最后一击留给我。";
"All right, where to?": "好，去哪？";
"That's all there is for Julius Little!": "朱利叶斯·利特尔就到此为止！";
"Okay, both access points are done. Is the download going okay?": "好，两个接入点都搞完了。下载正常吗？";
"Noooope.": "不。";
"Golly! That bump sure was a doozy, wasn't it?": "天哪！那一撞可不轻，是吧？";
"Trying not to get killed here, but I'll see what I can do.": "我在努力不被杀，但我会看看能做什么。";
"Alright. Look, I'm glad I could help you two resolve...whatever it is you're resolving.": "好了。能帮你们两个解决……你们在解决的什么，我很高兴。";
"See if you can handle this!": "看你能不能应付这个！";
"Benjamin had a plan, we're going to see it through.": "本杰明有个计划，我们要把它执行到底。";
"Cut it a little close, Kinzie.": "差点就来不及了，金吉。";
"Man, things were a lot simpler back in Stilwater.": "伙计，在斯提尔沃特的时候事情简单多了。";
"Bah, Kinzie's job is easy.": "呸，金吉的活儿很简单。";
"Hey! You two get back here!": "嘿！你们两个回来！";
"Pierce, you mind explaining to me what's been going on here?": "皮尔斯，你能跟我解释一下这里发生了什么吗？";
"What?": "什么？";
"Zinyak's only as good as his soldiers. Take out this patrol.": "齐尼亚克的本事取决于他的士兵。干掉这支巡逻队。";
"EXCUSE ME?": "你说什么？";
"Here I thought I couldn't hate Saints Flow enough.": "我还以为我够恨圣徒能量饮料的了。";
"Let me go you creep!": "放开我，你这变态！";
"I'm not Kinzie, CID...": "我不是金吉，C.I.D.……";
"Got to stay away from those unethical targets.": "得离那些不讲武德的目标远点。";
