// SR4R voice dict file 8/17
// Lines 7001-8000 of 16797
// Format: "English": "Chinese translation";

"Come on. Come on.": "来吧。来吧。";
"CID is melting down. Do something to cool him off!": "C.I.D. 要过热熔毁了。做点什么给他降温！";
"I am almost to the shield and will crash and explode if you do not hurry.": "我就快到护盾了，要是你再不快点，我就要坠毁爆炸了。";
"CID, can you take them down?": "C.I.D.，你能把它们打下来吗？";
"Oh, y'know. 1950s sitcom.": "哦，你知道的，五零年代情景剧。";
"*sigh* If that psycho man-cat's around, we'll feed him to the Zin.": "*叹气* 要是那个变态猫人在附近，我们就把他喂给齐恩人。";
"Is there a weak spot anywhere?": "有没有什么薄弱点？";
"You are all that and a bowl of grits, Kinzie!": "你又棒又能干，金吉！";
"Well nobody could replace you, Johnny.": "谁也替代不了你，约翰尼。";
"Not now!  I must center myself.": "别现在打扰我！我必须先静下心来。";
"Why can't I just take everyone?  That'd be easier.": "我为什么不能把所有人都带上？那样更容易。";
"Run! It's my crazy ex!": "快跑！是我那个疯前任！";
"Stay close to me, Matt!": "待在我身边，马特！";
"Look, we'll just find the biggest, glowingest thing on the ship and stick the bombs to that.": "听着，我们就在船上找那个最大、最亮的东西，把炸弹贴上去。";
"Come on.": "来吧。";
"On to the next portal then?": "那去下一个传送门？";
"The satellite, it has a shield around it!": "那颗卫星，它周围有护盾！";
"Kinzie, I think our arrival was anticipated.  There are Zin everywhere.": "金吉，我觉得我们的到来被预判到了。到处都是齐恩人。";
"At the right party, I think this works.": "在合适的派对上，我觉得这行得通。";
"You found Tanya?": "你找到塔尼娅了？";
"...huh.": "……哈。";
"Come on, King, let's go.": "走吧，金，我们出发。";
"Time to get serious and take a tank to these motherfuckers.": "该认真起来了，给这些狗娘养的上坦克。";
"I don't want things to change between us.": "我不想我们之间有什么改变。";
"It's fine.  Let's just get moving.": "没事。我们继续走吧。";
"Not quite a walk in the park, but I'm getting there.": "算不上轻松，但我快搞定了。";
"You got it, hon.": "你明白就好，亲爱的。";
"I do not believe so.  Only a couple seem to actually be generating the force field.  The rest should be easily destructible decoys.": "我不这么认为。似乎只有几个真的在生成力场。其余的应该是容易被摧毁的诱饵。";
"We're not really in a position to turn down help...what could go wrong?": "我们现在真的没资格拒绝帮助……能出什么岔子呢？";
"Is this a spaceship? What the fuck?": "这是一艘宇宙飞船？搞什么鬼？";
"Wait a minute.  Shouldn't he be dead?": "等等。他不是该死了吗？";
"Then let me focus on this guy we're chasing.": "那就让我专心对付我们正在追的这个家伙。";
"Oh, is that all?  Easy enough.  You pick the others up?": "哦，就这？小意思。你去接其他人？";
"Matt, why can't I swear?": "马特，我为什么不能骂脏话？";
"So I find you a body and I'm supposed to just trust that you'll help me?": "所以，我给你找具身体，然后我就得相信你一定会帮我？";
"Aaaaaaaah!": "啊啊啊啊——！";
"Shit, I don't think Pierce's own death is gonna break his stride.": "妈的，我觉得皮尔斯的死都拦不住他的脚步。";
"I can't wait to show this thing to Pierce...": "我等不及要拿这东西给皮尔斯看看……";
"Well that didn't go terrible.": "嗯，这次总算没搞砸。";
"We have a lot of guns that kill a whole buncha motherfuckers.": "我们有很多枪，能干掉一大批狗娘养的。";
"Okay, not what I was expecting...": "好吧，跟我预期的不一样……";
"Well. Seems I have plenty of time to just hang out here.": "嗯。看来我有大把时间在这儿闲逛了。";
"But I thought we were going after--": "但我觉得我们要追的是——";
"Hey, Doris! We still playing tennis later?": "嘿，多丽丝！我们待会儿还打网球吗？";
"Le'ts play...": "我们玩……";
"I hope the challenger knows better than to play with fire.": "希望挑战者明白，玩火是没好下场的。";
"Because I think it's--": "因为我觉得——";
"Pierce, you mind explaining to me what's been going on here?": "皮尔斯，你能跟我解释一下这里发生了什么吗？";
"Dammit!": "该死！";
"If it works, sure thing.": "要是管用，那当然好。";
"Hey, Doris! We still down for tennis?": "嘿，多丽丝！网球还打吗？";
"Sorry, can't talk.": "抱歉，没空说话。";
"A key?  Keys don't have parts.": "一把钥匙？钥匙可没有零件。";
"I knew we'd find him, now we can kill that sonofabitch.": "我就知道我们会找到他，现在我们可以杀了那个狗娘养的了。";
"Holy shit! I actually kinda understand that. Haa...": "天哪！我居然还真有点听懂了。哈……";
"So I just slam the floor?": "所以我只要重砸地面就行？";
"This is like a scrap book of old murder victims...where are they coming from?": "这就像一本旧谋杀案受害者的剪贴簿……他们是从哪儿来的？";
"This is for Lady Liberty!": "这是为了自由女神！";
"True.  Or an army of Killbanes for that matter.  ": "没错。或者一支基尔班大军也行。";
"(I've been holding this in forever.)": "（这话我憋了太久了。）";
"Thanks for the help with that.  At least now I don't feel like I'm flying blind here when it comes to Zin programming.  Here's that upgrade for you, though I know you love the outfit more.": "谢谢你帮我这个忙。至少现在我对齐恩编程不算两眼一抹黑了。这是给你的升级，虽然我知道你更喜欢那身行头。";
"Pierce?  What the hell, he wouldn't say that.": "皮尔斯？搞什么鬼，他不会那么说的。";
"I wanna see you take down one of those Zin hotspots.": "我想看你怎么端掉一个齐恩热点。";
"I'd be happier if my favorite Russian brute was here to watch my back.": "要是我最爱的俄国猛男在这儿给我看着后背，我就更开心了。";
"Prize room! Nice.": "奖品房！不错。";
"So if these data thingies--": "所以，如果这些数据玩意——";
"DELETE": "删除";
"Holy shit...": "我靠...";
"Go on...": "继续……";
"Kinzie, are we--": "金吉，我们是不是——";
"Hey, he came close that one time!": "嘿，他有一回可是很接近了！";
"That was total action-movie badass, Kinzie.": "那简直太像动作电影里的硬汉了，金吉。";
"Keith, what the hell?": "基思，搞什么鬼？";
"Where am I?": "我在哪？";
"No. I don't know if Zimos made it but Oleg is... well...": "不。我不知道齐莫斯有没有成功，但奥列格……呃……";
"Oh fuck...what's that taste in my throat?": "哦操……我喉咙里那是什么味道？";
"What's going on?": "怎么回事？";
"Yeah, I'm here.": "是啊，我在。";
"What am I supposed to do in here?": "我在这地方该干什么？";
"Got it.": "收到。";
"Well...I suppose that's an option.": "好吧……我想那也是一种选择。";
"See, I knew Gat was here.": "看吧，我就知道盖特在这。";
"Can you do anything to make it go faster?": "你能做点什么让它快点吗？";
"You busted it down, didn't you?": "你把它砸下来了，对吧？";
"You think you can come here and fuck with MY country?": "你以为你能跑到这儿来动我的国家？";
"Been working on that and I think I have the right cypher created...": "我一直在忙这个，我想我已经建好了正确的密码本……";
"You'll see me differently...": "你会对我刮目相看的……";
"A door. How...perfect.": "一扇门。真……完美。";
"Hey, I was just--": "嘿，我刚才只是——";
"All I need now is a British accent.": "我现在只差一个英国腔了。";
"What am I waiting for, Kinzie? What's wrong?": "我在等什么，金吉？出什么事了？";
"DELETE": "删除";
"I heard the other, younger Shaundi posed suggestively in a gentlemen's magazine once.  Would you happen to have a copy I could view?": "我听说另一个年轻版莎蒂，曾经在一本男性杂志上摆过挑逗姿势。你碰巧有可以借我看的杂志吗？";
"Oh Lordy...": "哦老天……";
"Shaundi, it's your time to shine...": "莎蒂，轮到你发光了……";
"It's like a fever dream...a beautiful robot filled fever dream...": "就像一场发烧梦……一个装满美丽机器人的发烧梦……";
"I don't think so. HA HA HA.": "我不这么觉得。哈哈哈。";
"Dammit, Kinzie, you better--": "该死的，金吉，你最好——";
"Loading up another training program for you.": "正在为你加载另一个训练程序。";
"Will...": "会……";
"Where do we start, Kinzie?": "我们从哪儿开始，金吉？";
"What?  Oh, no, not about that.  She said part of why she's so relaxed is she gets someone else to do all the hard stuff for her.  She's right, that really works!": "什么？哦，不，不是那事。她说她能这么放松，部分原因是有别人替她干所有难活。她说得对，这招真管用！";
"I don't know...": "我不知道……";
"How many of these things are there?": "这种东西到底有多少个？";
"It's okay man...you're safe...": "没事的兄弟……你安全了……";
"Kinzie, where's Shaundi?": "金吉，莎蒂在哪儿？";
"Nope, those were just the memory modules.  The other dock should have the gravity inhibitors.": "不，那些只是记忆模块。另一个停靠坞才有重力抑制器。";
"Matt changed his ways after Steelport. He joined MI6, helped us kill Cyrus Temple, and, y'know, he's useful.": "马特从钢港城之后就开始改变了。他加入了军情六处，帮我们干掉了赛勒斯·坦普尔，而且，你知道的，他还挺有用。";
"We're here, boss!": "我们到了，老大！";
"Oleg! How the hell are you?": "奥列格！你他妈还好吗？";
"Hmmm, not sure.  I'll have to look into that.": "嗯，我不确定。我得查查。";
"As soon as the VIP's helo arrives. She's still in our charge until then.": "等VIP的直升机一到。在那之前，她仍由我们看管。";
"This part of your plan?": "这也是你计划的一部分？";
"Well if it isn't the OTHER Stilwater default player...": "哦，这不是另一个斯提尔沃特的默认玩家嘛……";
"How do they expect me to commit xenocide without a weapon?": "他们怎么能指望我没武器就搞种族清洗？";
"Did you really have to put that image in my head?": "你真非得让我脑子里有这个画面吗？";
"Ouch! This is gonna hurt.": "哎哟！这会很疼。";
"Fine with me.": "我没意见。";
"CID, why is everything a target?": "C.I.D.，为什么什么东西都变成目标了？";
"*sigh* Forget I said \"balls.\"": "*叹气* 就当我没说过「球」吧。";
"They've kind of been on the offensive the whole time, Kinzie...": "他们好像一直处于攻势，金吉……";
"Fine, and the not floating part?": "行，那不漂浮的部分呢？";
"Once more for old time's sake!": "为了旧日时光，再来一次！";
"Don't you go boom...": "你可别爆炸……";
"All right, let's find the last one.": "好，我们去找最后一个。";
"Hey, I'm not complaining.  Though faster is better, Shaundi.  We're kinda under attack here.": "嘿，我不是在抱怨。不过还是快点的好，莎蒂。我们这儿正挨打呢。";
"If you don't know why you're doing something, why do it?": "如果你都不知道自己为什么要做某件事，那为什么还要做？";
"I need to find something that looks important...": "我得找个看起来重要的东西……";
"I hope it's not a cookbook.": "希望那不是本菜谱。";
"Don't worry hon...I have it covered.": "别担心，亲爱的……我罩得住。";
"Shit! Helluvan entrance there, guy.": "操！你这入场可真够劲，哥们。";
"We have what we need, so...": "我们拿到需要的东西了，所以……";
"Pissing me off, that's what.  Seems Julius is still running the Saints here.": "把我惹毛了，就是这样。看来朱利叶斯还在管理这里的圣徒。";
"But you can make sure they don't, right?": "但你能保证他们不会，对吧？";
"On the move? Okay, let me try to find a way to...": "在移动中？好，让我试着找个办法……";
"Come on, you wiped the floor with Killbane in that game.": "来吧，你在那游戏里把基尔班打得落花流水。";
"I'm trying to save you!": "我在试着救你！";
"Time to make cancer public enemy number one.": "是时候让癌症成为全民公敌了。";
"Ooh. Cyrus. You're gonna want to take that back.": "哦。赛勒斯。你最好把这话收回去。";
"Come on, give us some credit, Kinzie.": "拜托，给我们点功劳，金吉。";
"*sigh* I shoulda known.": "*叹气* 我早该知道的。";
"See, that's all you needed to say!": "看，你只需要说这些就够了！";
"He just blew up Tammy...": "他刚炸了塔米……";
"Don't worry, we're with ya.": "别担心，我们跟你在一起。";
"Well, at least the janitor has job security.": "好吧，至少清洁工不愁没活干了。";
"Yeah, that was great. Wait, there's more to this?": "是啊，那太棒了。等等，这事还没完？";
"I like them much better when they're not holding me prisoner.": "比起把我关起来的时候，我更喜欢它们现在的样子。";
"So can we talk about why it is you have to kill me again?": "那我们能聊聊你到底为什么要杀我了吗？";
"Would you look at that...": "你看看这个……";
"What the hell?": "搞什么鬼？";
"There's an Image as Designed still under Zin control. Pop that shit open, Boss!": "有座「如你所愿」影像塔还在齐恩的控制下。老大，把那玩意儿炸开！";
"So what's the problem?": "那问题出在哪？";
"You can do that? Without Matt?": "你能做到？不用马特？";
"Get into the car! GET IN!": "上车！快上车！";
"So I find you a body and I'm supposed to just trust that you'll help me?": "所以我帮你找了个身体，我就该相信你会帮我？";
"Kinzie, I am trusting you...": "金吉，我信任你……";
"There's Kinzie. Hook me up with some firepower.": "金吉在那儿。给我弄点火力来。";
"Y'know. Took out some terrorists, became the President of the United States. Rolled back the national debt, got to fly Air Force One.": "你知道的。干掉了一些恐怖分子，当上了美国总统。还清了国债，还能坐上空军一号。";
"Get this rig lower!": "把这玩意儿放低点！";
"Is MI6 really called upon to escort TV correspondents on shopping trips?": "军情六处真的会被叫来陪电视记者逛街购物？";
"Ah, the sweet pain of nostalgia.  Familiar faces, names mostly on gravestones...": "啊，怀旧带来的甜蜜痛苦。熟悉的面孔，名字大多刻在墓碑上……";
"Oleg! How the hell are you?": "奥列格！你他妈的还好吗？";
"I guess so...": "我想是吧……";
"DAMMIT.": "该死。";
"Hold on, did I hear that right?": "等等，我没听错吧？";
"Okay, we'll hit the drug deals then take care of Veteran Child.": "好，我们先去办毒品交易，再去对付老兵之子。";
"I've been searching the simulation and so far no sign of either of them.": "我一直在搜索模拟世界，到现在还没找到他们俩的踪迹。";
"She says we have to get to the statue.": "她说我们必须到雕像那儿去。";
"Oh. Ooooh.": "哦。喔——";
"Fuck him...": "操他妈的……";
"Looks like we have some special guests trying to crash our fun!  Let's get this party started!": "看来有几位不速之客想来搅我们的局！让派对开始吧！";
"Maybe you should listen to yourself more and not get so stressed out about everything all the time.": "也许你该多听听自己说话，别总是为所有事紧张兮兮的。";
"That suggests the Zin are currently adding more security to the remaining cells.  I believe here we only interrupted the process.  Shaundi is right.": "这说明齐恩人正在给剩下的牢房增加安保。我觉得我们在这儿只是打断了这个过程。香蒂说得对。";
"Ok, ok, I take it back.": "好吧，好吧，我收回我的话。";
"No offense, you two, but I always thought at this point we'd be on a beach in Rio, pounding sushi and tequila.  ": "无意冒犯，你们俩，但我一直以为这个时候我们会躺在里约的海滩上，大口吃着寿司、喝着龙舌兰。";
"Either of you feel anything?": "你们俩有感觉吗？";
"We sure she hasn't infected more people?": "我们确定她没有感染更多人吗？";
"DELETE": "删除";
"Don't touch anything!": "什么都别碰！";
"What...?": "什么……？";
"This sounds AWESOME!": "这听起来太棒了！";
"What the hell is this place? These are all people.": "这他妈是什么地方？这些都是人。";
"Pierce, this is all you.  I am not sticking around with your crazy can-people.": "皮尔斯，这事全交给你了。我可不想跟你的那些疯狂罐头人待在一起。";
"But then I realized Asha would never be able to do this without some help.": "但后来我意识到，没有一些帮助，阿莎永远做不到这件事。";
"Well, at least I didn't have to interrogate anyone this time.": "好吧，至少这次我不用审问任何人了。";
"Must this happen every time?": "非得每次都这样吗？";
"Why are there two of me now?!": "怎么现在有两个我了？！";
"Fair enough. Kinzie, have we got a radio?": "说得对。金吉，我们有对讲机吗？";
"Fuck was that?": "那是什么鬼？";
"Of course I did! I just...forgot.": "我当然做到了！我只是……忘了。";
"What the fuck's going on, Pierce?": "这他妈怎么回事，皮尔斯？";
"Oh *BEEP*!": "噢，*哔——*！";
"Hey Kinzie, how am I supposed to rescue Matt without a weapon?": "嘿金吉，没有武器我怎么救马特？";
"Here, on this universal stage, I shall show the Zin Empire once more why they serve me!": "就在这，在这座宇宙舞台上，我要再一次向齐恩帝国证明，他们为什么要效忠于我！";
"Any help you can give would be nice...": "你能帮的忙会有用的……";
"If this Kinzie chick is as smart as everyone says, we need to get her back asap.": "如果金吉那丫头真像大家说的那么聪明，我们得尽快把她弄回来。";
"Good morning, neighbor!": "早上好，邻居！";
"Hey! At least I'm not a snobby sexually-repressed--": "嘿！至少我不是个装逼的性冷淡——";
"What do you want from me then besides a chance to stick it to that egomaniacal asshole?": "那你除了想报复那个自恋狂混蛋，还想从我这儿得到什么？";
"So who's the mark?": "那目标是谁？";
"All right, I'll keep doing what I can here.": "好吧，我继续在这里尽力而为。";
"Hang on, I'm here!": "等等，我在这儿！";
"Denied, denied.": "驳回，驳回。";
"I appreciate the help Kinzie, but don't I need the tank?": "金吉，我谢谢你的帮忙，但我不需要那辆坦克吗？";
"Oh. Well. Sorry.": "哦。呃。抱歉。";
"Shit? What do you mean shit?": "糟糕？你说糟糕是什么意思？";
"There.": "好了。";
"FUKFUKFUKFUKFUKFUKFUKFUKFUKFUKFUKFUKFUKFUK": "操操操操操操操操操操操操操操操操";
"Oh, I have that speech all prepared.  Figured I'd give you a little more time before I started it.": "哦，那篇演讲我早就准备好了。我想在开始之前多给你一点时间。";
"Mmm! Freckle Bitches!": "嗯！弗莱克尔碧池斯！";
"MATT! YOU TOUCHED IT!": "马特！你碰了它！";
"Just don't get any blood on ya, she's got the Hep!": "别沾上血，她可是得了肝炎！";
"We kill the bastard.": "我们杀了那混蛋。";
"*pew*pew*pew*": "*咻咻咻*";
"Load in!": "上车！";
"That is a direct order, Ms. Kenzington.": "这是直接命令，肯津顿女士。";
"Some of the Zin data would be helpful to look at.  There's a vehicle with the proper programming I need you to obtain for me.": "看看那些齐恩的数据应该会有用。有辆车带着我需要你弄到手的程序。";
"crazed laughter": "疯笑声";
"First time I met Oleg, he was naked and strapped into a big machine.": "我第一次见奥列格的时候，他光着身子被绑在一台大机器上。";
"How the hell did they find us?": "他们到底怎么找到我们的？";
"Did he just turn into some kind of...Super-Genki?": "他刚是不是变成了某种……超级元氣教授？";
"What... what... what are you doing?": "你……你……你要干什么？";
"Get out of my house!": "滚出我的房子！";
"You mind explaining that?": "你介意解释一下吗？";
"Oh my God...are there people in there?": "哦天哪……那些罐子里有人吗？";
"Holy shite, Zinyak destroyed my flat!": "我的天，齐尼亚克炸了我的公寓！";
"...no.": "……不。";
"After this is all over, are you two gonna play nice?": "等这一切结束后，你俩会好好相处吗？";
"I have found new code which allows you to change the element of one of your powers.": "我找到了一段新代码，可以让你改变一项能力的属性。";
"What is Zinyak's fascination with Genki? Why don't the two of them just make a baby already.": "齐尼亚克怎么就对源鬼念念不忘？你俩干脆生个孩子算了。";
"You pissed off the wrong POTUS!": "你惹错总统了！";
"You ready to meet the fine people of Steelport?": "准备好见见钢城港的老百姓了吗？";
"Dammit, Zinyak's in a mech suit!": "该死的，齐尼亚克穿上了机甲！";
"Oooh yeah, daddy.": "哦耶，宝贝。";
"Good thing we had Kinzie, and Zimos, and Oleg, and...": "幸好我们有金吉，还有齐莫斯、奥列格，还有……";
"You fear me being in power more than anything else?": "你怕我掌权，胜过怕其他一切？";
"Yeah, I got it...": "是啊，我知道了……";
"Oh shit, that is really not good...": "哦操，那可真的不太好……";
"Kinzie's really smart. It kinda freaks me out how she always knows so much more than everyone else. But we wouldn't be able to take the fight to Zinyak without her.": "金吉真的很聪明。她总是比别人知道得多，这让我有点毛骨悚然。但没有她，我们根本没法把战斗打到齐尼亚克面前。";
"As the sole living world leader from planet Earth, this is probably within my power so: I hereby assign you all rights, titles, and licenses, possible merchandise, to the NyteBlayde property.": "作为地球上唯一的在世领导人，这应该在我的权限范围内，所以我在此把夜刃的全部权利、名号和授权，以及可能的周边商品，都转让给你。";
"Yeah, cause I want THAT crawling around in me.": "是啊，因为我想让那玩意儿在我身体里爬。";
"Matt, I'm heading back to Cyrus. Time for the second part of this plan.": "马特，我要回赛勒斯那边了。该执行计划的第二阶段了。";
"Indulge me. ": "让我开心一下。";
"Sir, yes, sir!": "是，长官！";
"Sorry! Damn.  Just tell me what I need to do.": "抱歉！该死。告诉我要做什么就行了。";
"All right. Let's go!": "好，走吧！";
"DELETE": "删除";
"I lost my notes on that virus injection thing, playa. Can you do one for me?": "我把病毒注入那事儿的笔记弄丢了，玩咖。你能再给我来一次吗？";
"Go on...": "继续说……";
"Look. I know how you felt. I had nobody on my side in that fucking Simulation. And half the fun of murdering is doing it alongside a friend.": "听着。我懂你的感受。在那该死的模拟里，我身边一个帮手都没有。谋杀的一半乐趣就在于跟朋友一起干。";
"And sayonara, Jyunichi!": "再见了，俊一！";
"Is she really dead this time, Matt?": "她这次真的死了吗，马特？";
"Sorry!  Christ. So what do I need to do?": "对不起！天啊。那我该做什么？";
"All right, yo. Yo. Steelport sounds like a party town.": "行，哟。哟。钢城港听起来是个派对之城。";
"I wouldn't put it past her.": "我不会对她掉以轻心。";
"I know Tanya's a bitch but you really think she can do that much damage?": "我知道塔尼娅是个婊子，但你真的觉得她能造成这么大的破坏？";
"Done.": "搞定。";
"Yeah, this is just like the old days.  Everyone's trying to kill me.": "是啊，就像以前的日子一样。所有人都在想杀我。";
"You never asked for one.": "你从来没要过。";
"Just get to the island with the big statue on it, okay?  And get Paul's attention so he follows you.": "只要去那座有大雕像的岛就行，好吗？然后吸引保罗的注意，让他跟着你。";
"Matt. That is brilliant.": "马特，太聪明了。";
"You hungry? EAT THIS.": "饿了？吃这个！";
"Yes!": "是！";
"I wish everyone I went after just sat there waiting for me to kill them.": "我真希望每个我追杀的都坐在那儿等我去杀。";
"Not now!  I must center myself.": "现在不行！我得静下心来。";
"Bert to Ernie. Bert to Ernie. Activate South Portico defenses.": "伯特呼叫厄尼，伯特呼叫厄尼，激活南门廊防御。";
"Fuck him...": "操他妈的……";
"That's not my usual style.": "那可不是我惯常的风格。";
"What, I'm just driving.": "什么？我只是在开车。";
"Pierce, there's a giant fucking HAND out there!": "皮尔斯，外面有只巨大的手！";
"Whoa, that thing just came out of nowhere.": "哇，那东西不知从哪冒出来的。";
"Great.": "太好了。";
"I found your sorry ass, didn't I?": "我不是找到你那个可怜虫了吗？";
"Dammit, Zinyak's in a mech suit!": "该死的，齐尼亚克又机甲！";
"She disappeared on us last time we tried that.": "我们上次那么试，她就消失不见了。";
"Platform, platform, where's the goddamn platform...?": "平台，平台，该死的平台在哪……？";
"DELETE": "删除";
"All right CID, here's the deal--": "行了C.I.D.，就这么说定了——";
"Does this Saint understand these targets?": "这位圣徒明白这些目标是什么吗？";
"Are you fucking kidding me?": "你他妈在逗我？";
"*coughs*": "*咳嗽*";
"Not true, Shaundi. *pauses* Shaundi?": "不是这样，莎蒂。*停顿* 莎蒂？";
"DELETE": "删除";
"Gat, you with me?": "盖特，你跟我来吗？";
"Hey Kinzie, you wanna fuck?": "嘿金吉，你想来一发吗？";
"Whoa!": "哇！";
"No, not really.  You know how seriously I take my performance.": "不，不太想。你知道我对自己的表演有多认真。";
"What, taking over the city from a bunch of assholes who thought they were better than us?  Bringing egotistical pricks to their knees and then putting a bullet in their head?": "什么，从一群自以为比我们强的混蛋手里夺回城市？把自大的杂种们踩在脚下，再一枪打爆他们的头？";
"How long is this whole thing going to take?": "这整个事情要花多长时间？";
"Can't you just find a way to keep it from exploding and let me go on a rampage with this thing?": "你能不能想个办法不让它爆炸，然后让我开着这玩意儿去大杀四方？";
"Show me what you got, Johnny.": "让我看看你的本事，约翰尼。";
"Once you get inside I'll be cutoff from communication so listen to CID, he'll know what to do.": "你一进去我就会失联，所以听C.I.D.的，他会知道该怎么做。";
