// SR4R voice dict file 1/17
// Lines 1-1000 of 16797
// Format: "English": "Chinese translation";

"Maybe later, alright?": "也许待会儿吧，行吗？";
"DELETE": "删除";
"Doing great.": "干得漂亮。";
"We must be close. Keep going!": "我们一定很接近了。继续走！";
"Time's up for you, mate!": "你的时间到了，伙计！";
"Fun? What exactly does an MI6 agent think is fun?": "有趣？军情六处的特工到底觉得什么才叫有趣？";
"So NyteBlayde fights vampires...AND he fights the Cyprian Order?": "所以夜刃打吸血鬼……还打基普利亚教团？";
"Murderbots? That's my kind of household appliance.": "杀人机器人？那正是我喜欢的家用电器。";
"Goodness me, what a dream.": "天哪，真是梦想成真。";
"I was kinda hoping for more of a plan.": "我本来希望能有更周全的计划。";
"Kinzie's been touchy since she got back. What exactly is an \"Ozzie and Harriet\" special?": "金吉回来之后一直很敏感。那个「奥兹和哈丽雅特」特辑到底是什么？";
"That's a question you should ask yourself, Zinyak.": "这个问题该问你自己，齐尼亚克。";
"Look who's here! My favorite wannabe spy and her BFF.": "看看谁来了！我最喜欢的三流间谍和她的小跟班。";
"Johnny, I'm telling you--": "约翰尼，我告诉你——";
"The leader of the Saints is insane.  We expected them to tear through Steelport, but no one knew what they were really capable of.  After they destroyed that aircraft carrier, Hughes should've approved the Daedalus right then and there.": "圣徒的首领是个疯子。我们预料到他们会血洗钢城，但没人知道他们真正的能耐。在他们摧毁那艘航母之后，休斯就该当场批准「代达罗斯计划」。";
"You should be able to find generators on the floating platforms around the towers.  Destroy them and take their modules.": "你应该能在塔周围的浮空平台上找到发电机。摧毁它们并夺取模块。";
"Not like they ever wanted to.  And now I'm gonna set 'em free.": "反正他们从没想过要加入。现在我要放他们自由。";
"It's probably to contain Johnny. Give me a minute to figure something out.": "那大概是为了困住约翰尼。给我点时间想想办法。";
"*sigh* Well at least that was amusing to watch.  Too bad he didn't work out.  Cheerio.": "*叹气* 好吧，至少看着挺乐呵。可惜他没能成事。再见。";
"These things are defective.": "这些东西有缺陷。";
"Yeah, this is just like the old days.  Everyone's trying to kill me.": "是啊，这就像从前一样。人人都想杀我。";
"All right you heard CID, protect him and the Key.": "好了你们听到C.I.D.的话了，保护他和钥匙。";
"And that's supposed to mean what?": "那又是什么意思？";
"Yeah I can hear you.  And how the hell AM I hearing you, I don't have a phone on me?": "是啊，我能听见你。可我到底是怎么听见的？我身上没带手机啊？";
"This absorption power's gonna work, right?": "这个吸收能力会管用的，对吧？";
"Does it involve getting hit by cars?": "该不会是要被车撞吧？";
"Did you really think the human race was weak?": "你真以为人类很弱小吗？";
"How badass would it be if we had a gun that could kill, like, a whole buncha motherfuckers?": "要是我们有把枪能一下干掉一大帮混蛋，那该多酷？";
"That's a good question. She doesn't really dive into her past much.": "问得好。她不太谈自己的过去。";
"Come on.": "来吧。";
"I always enjoy upsetting Zinyak.  Show him you are better than his people at his favorite game show.": "我一向喜欢惹齐尼亚克不高兴。在他最喜欢的节目上让他看看你比他的人强。";
"What's happening!?": "出什么事了！？";
"DELETE": "删除";
"Fair. Just make sure that idiot doesn't make me look like a jackass, okay?": "行。只要别让那个白痴把我搞得像个傻瓜就行，成吗？";
"Don't worry Paul, I'll pour one out for you.": "别担心，保罗，我会为你洒酒祭奠的。";
"My word. Still, so many people...": "天哪。居然还有这么多人……";
"Just tell me what you want CID...": "就告诉我你想要什么吧，C.I.D.……";
"What're the odds on a robot?": "机器人中奖的赔率是多少？";
"Cyrus has Kinzie. Drop me a gun, Matt.": "赛勒斯抓走了金吉。给我扔把枪下来，马特。";
"Much better...": "好多了……";
"These relays have shields, Kinzie.": "这些继电器有护盾，金吉。";
"Gotcha!": "逮到你了！";
"Well... when you put it like that... Sorry?  I'll get on that taking over a neighborhood thing for you...": "嗯……听你这么一说……抱歉？我这就去处理占领街区的事……";
"Both of you in!": "你们都进来！";
"So I drive into that field I don't blow the hell up?": "所以我开车进那片区域就不会被炸飞？";
"Well, keep doing it as you are then.": "那就继续按你现在的做法来。";
"Now this will do just fine.": "这个正合适。";
"Is Kinzie okay?": "金吉没事吧？";
"I'mgonnashoottheconduit!": "我要开枪打导管！";
"Big finish, huh? Let's do it.": "大结局，对吧？上吧。";
"Gimme that!": "给我！";
"This is gonna be fun...": "这会很有趣……";
"What do we do without a truck, hon?": "没有卡车我们怎么办，亲爱的？";
"Come on, we'll find him.": "走吧，我们会找到他的。";
"Where are we going, Kinzie...": "我们这是去哪，金吉……";
"Alright, I'll play your game.  Consider it done.": "好，我陪你玩这个游戏。包在我身上。";
"We need to find something that'll get us to Zinyak.": "我们得找到能接近齐尼亚克的东西。";
"Any day now, CID.  Get that thing moving.": "赶紧的，C.I.D.，让那玩意儿动起来。";
"You sound serious. ": "你听起来是认真的。";
"Why can't I make a lane change?": "为什么我不能变道？";
"You guys got this? CID and I are going in.": "你们能应付吗？C.I.D.和我进去。";
"CID, why is everything a target?": "C.I.D.，为什么什么东西都是靶子？";
"Do not shoot the messenger.  Frankly you sound more fun than the other Shaundi.  And I love your hair.": "别怪传话的人。说实话你听起来比那个莎蒂更有趣。还有，我喜欢你的头发。";
"Come to daddy...": "到爸爸这儿来……";
"Much more believable.": "可信多了。";
"Blue skies and hummingbirds. Come on out.": "晴空万里，蜂鸟歌唱。出来吧。";
"Open wide.": "张大嘴。";
"Whose army did you say this was?": "你说这是谁的军队？";
"*animalistic grunts*": "*野兽般的低吼*";
"Masako agents, huh?": "雅子特工，嗯？";
"Right on.": "好极了。";
"Perspective? On what?": "哪方面的看法？";
"Kick ass, Boss. It was really cool hanging out with you again. And I helped fight back against the Zin. That's what we call a win-win.": "太厉害了，老大。能再和你一起玩真的很酷。而且我还帮忙打了齐恩人。这就是双赢。";
"Then shouldn't we be moving faster?": "那我们不该快点吗？";
"That sounds like a lot of work for a vague promise...": "为了一个空泛的承诺干这么多活，听起来不划算……";
"We're moving. Why are we moving? Let's get to the bridge.": "在动了。我们为什么在动？快去舰桥。";
"Plan? Heh. I prefer to improvise.": "计划？嘿，我更喜欢即兴发挥。";
"It is exactly as I remember. *sniffs*  The air is redolent of hopelessness and desperation.  ": "和我记忆里一模一样。*嗅* 空气里弥漫着绝望的气息。";
"You worry too much, Kinzie. It's just an escort job.": "你担心过头了，金吉。只是一趟护送任务。";
"This time I want to change up the tasks you were performing before.  General same idea, but this time I want to gauge the simulation's stability overall.": "这次我想改变你之前执行的任务。大方向不变，但我想整体评估一下模拟世界的稳定性。";
"Sure, CID.": "当然，C.I.D.。";
"Look, you tell me what needs to get done and I'll take care of it.  Deal?": "听着，你告诉我需要做什么，我来搞定。成交？";
"Just don't get any blood on ya, she's got the Hep!": "别沾上她的血，她有肝炎！";
"Sure, for this. You know, because up until now Zinyak's crimes haven't been that bad.": "当然，就这个。你知道的，因为到目前为止齐尼亚克犯的罪还不算太严重。";
"Jolly good. And this part won't take long, right?": "太好了。这部分用不了太久，对吧？";
"Man, look at the guns on this thing.": "老兄，看这玩意儿上的枪。";
"That's right!  Then go me!": "没错！那就看我的了！";
"Watch your ass, Paul. I'm coming for ya!": "当心点，保罗。我来找你了！";
"Oh. Ooooh.": "哦。哦哦。";
"(I will wear your skin!)": "（我会披上你的皮！）";
"I don't have any guns.": "我一把枪都没有。";
"DELETE": "删除";
"Kinzie, what's the weakest point on the Zin ship?": "金吉，齐恩飞船最薄弱的地方在哪儿？";
"Well, that's handy.": "嗯，那倒是方便。";
"Believe me, this whole thing was my pleasure.": "相信我，这一切对我来说都是乐事。";
"Oh, I got something special planned for him.": "哦，我为他准备了点特别的。";
"Kinzie, you're gonna sing for your Commander In Chief.": "金吉，你要为你的三军总司令唱首歌。";
"She's breathing.": "她还有呼吸。";
"Tastes wonderful!": "味道好极了！";
"Tammy Tolliver seems a strange target. What'd she do anyway?": "塔米·托利弗似乎是个奇怪的目标。她到底干了什么？";
"He's gonna learn really quick how bad an idea is to fuck with us.": "他会很快就明白跟我们作对是多蠢的主意。";
"Matt, if it makes a difference to you...": "马特，如果这对你有意义的话……";
"Did I install a sex swing in the Lincoln Bedroom?": "我是不是在林肯卧室装了个性爱秋千？";
"On it.": "马上办。";
"Take that you *BEEP*!": "吃我一招，你他妈的！";
"So another in downtown?": "所以又在市中心来一个？";
"They weren't on the offensive before?": "他们之前不是攻势吗？";
"This isn't really my business but, since you dragged me into this, I think you both could learn something from the other. Take that as you will.": "这本来不关我的事，但既然你把我扯了进来，我觉得你们俩都能从对方身上学到点什么。你爱怎么想就怎么想吧。";
"Whatever's in that portal had better be good.": "传送门里不管是什么，最好值得走一趟。";
"Nevermind.": "没什么。";
"The big ugly mother. He's the one I want.": "那个又大又丑的家伙。他才是我的目标。";
"Oh, you son of a bitch...": "哦，你这个狗娘养的……";
"Wait, wait, wait... Wait a what? What's going on?": "等等，等等，等等……等个什么？怎么回事？";
"It's not Gat's nightmare, it's Shaundi's.  She's here somewhere.": "那不是盖特的噩梦，是莎蒂的。她就在这儿的某个地方。";
"What Jinx?  I said this was easy...": "什么灾星？我说过这很容易……";
"Wait a minute.  I think that's Maero--!": "等一下。我觉得那是马罗——！";
"Yeah, I'm having a bit of a stronger reaction.": "是啊，我的反应更强烈一些。";
"Matt, I've been thinking...we could all be dead soon, so...shit I can't believe I'm saying this...you don't have to die a virgin.": "马特，我一直在想……我们可能很快都会死，所以……妈的，真不敢相信我要说这个……你不必以处男之身死去的。";
"Pierce has drank so much Saints Flow, I don't think he *can* die.": "皮尔斯喝了太多圣徒能量饮料，我觉得他根本死不了。";
"I'm trying to save your life!": "我在救你的命！";
"I know, man. I know.": "我知道，兄弟。我知道。";
"Whu-where's Kinzie...?": "金……金吉在哪儿……？";
"Come on, give us some credit, Kinzie.": "行了，给点我们信任，金吉。";
"Yeah.": "是啊。";
"Shit no. Give me a town the Saints don't run and we'll just take it over anyway.": "操，不。给我一个圣徒没统治的小镇，我们照样把它接管过来。";
"Kinzie. That sounds like total bullshit even coming from you.": "金吉，这话就算是你说出来也全是扯淡。";
"Damn, I cut my knuckle on that senator's teeth...": "该死，我的指关节被那个参议员的牙磕破了……";
"That wasn't hard at all.": "一点都不难。";
"Let's do this.": "动手吧。";
"He's got Kinzie. Be a dove and drop me a sniper rifle?": "他抓了金吉。乖，给我扔把狙击枪下来？";
"Okay, so we're both dressed for success.  Shall we dance?": "好吧，看来我们都穿上了为成功准备的衣裳。跳一支？";
"Will you two quit it already?": "你们俩能消停了吗？";
"I'll shoot down every last one of you!": "我要把你们一个一个全打下来！";
"I kill enough of you to stretch from here back to Earth!": "我杀到你们的尸体能从这里排到地球！";
"Well not everyone can be like you.": "也不是人人都能像你一样。";
"It's okay. Let's get moving though.": "没关系。我们继续赶路吧。";
"Next portal.  Let's move.": "下一个传送门。走。";
"How are we on time, CID?": "我们时间还够吗，C.I.D.？";
"According to Kinzie's intel the Key needs to be taken to the old Syndicate Tower.  The entrance to the System is in the loading dock.  We will be driving the truck while you keep the Zin off us.  After entering, CID will be in charge of driving the Key into the main computer hub, which will cause the Simulation to begin destabilizing.  Good luck.": "根据金吉的情报，钥匙要被送到老辛迪加塔。系统的入口在装卸区。我们会开卡车，你负责把齐恩人从我们身边赶开。进去之后，由C.I.D.负责把钥匙开进主机中枢，让模拟世界开始失稳。祝好运。";
"You got it, sweetheart!": "交给你了，宝贝！";
"The enemy light has been eradicated.": "敌人的灯已被消灭。";
"Nice job, killer. You just killed the nicest man in town.": "干得好，杀手。你刚杀了镇上最善良的人。";
"S'il vous plait, Madame Press Secretary, that sounds delightful.": "拜托了，新闻秘书女士，听起来妙极了。";
"What, are they liberals? Haven't they heard of the Second Amendment?": "什么，他们是自由派？没听过宪法第二修正案吗？";
"More things to destroy then?": "那是有更多东西要毁掉？";
"These guns have to be able to do some serious damage, right?": "这些枪肯定能造成不小的伤害，对吧？";
"I think this is pissing them off...": "我觉得这把他们惹毛了……";
"Keep on 'em!": "盯紧他们！";
"Didn't need to hear that.": "这话我不需要听。";
"Okay then...": "那好吧……";
"What the fuck is this shit?": "这他妈是什么鬼东西？";
"You mind explaining that noise I heard?": "你介意解释一下我听到的动静吗？";
"Well. I suppose there's no stopping either of you. You're both as bullheaded and misguided as ever.": "好吧。我看是拦不住你们俩了。你们还是一样固执，一样执迷不悟。";
"Is there anything you can do to make it go faster?": "有没有什么办法能让它快点？";
"So you've read it.": "这么说你看过了。";
"Kinzie...": "金吉...";
"I'll see if I can help with that.": "看看我能帮上什么忙。";
"Take that you *BEEP*!": "呵呵，接招，哔！";
"So there are probably aliens in here?": "那这里面可能也有外星人？";
"Another door to the ship in downtown is possible if you continue hacking open stores.": "只要继续黑进那些商店，市中心就还能再开一道通往飞船的门。";
"And you really thought Julius would've been able to help you?": "你当真觉得朱利乌斯能帮上你？";
"There.": "好了。";
"Matt! Take the other turret!": "马特！你去操作另一台炮塔！";
"Saints Flow?  What the fuck is going on here?": "圣徒能量饮料？这到底是怎么回事？";
"Oh that Matt. Such a character. I wouldn't mind killing him again. Hey, as soon as you fail, I'll get to!": "哦那个马特。真是个活宝。我倒不介意再杀他一次。嘿，你一失败，就轮到我了！";
"I guess the monster trucks make sense then.  Jesus, you think Donnie's around?": "那大脚车就有道理了。老天，你觉得唐尼在附近吗？";
"Woohoo! Two points!": "哇哦！两分！";
"That's interesting...": "有意思……";
"You know it. Why, something wrong?": "你知道的。怎么了，有问题吗？";
"DELETE": "删除";
"Man, this ladle does everything!": "老兄，这勺子什么都干得了！";
"Way to go Kinzie!": "干得好，金吉！";
"You got it.": "没问题。";
"God I hate these assholes.": "天哪我恨死这些混蛋了。";
"There must be a better way.": "肯定有更好的办法。";
"And you haven't told them to fuck off yet?": "你还没叫他们滚蛋吗？";
"Don't I usually drive?": "不总是我开车吗？";
"I'm glad that Shaundi has occasion once again to use her skillset in a situation befitting her demeanor. That was trying too hard, wasn't it?": "我很高兴莎蒂终于能有机会，在配得上她气质的情境里施展她的本领。这话说得太刻意了，对吧？";
"Deal.": "成交。";
"Eh, who needs a plan when you can just walk into a virtual hell hole.": "嘿，能直接走进虚拟地狱，谁还需要什么计划。";
"How close are we, Kinzie?": "我们还有多远，金吉？";
"Good.": "好。";
"Where...where is Kinzie...": "金……金吉在哪儿……";
"We've never done more than two.  And I'm a little busy here.": "我们从没做过超过两个的。而且我这儿正忙呢。";
"Are you fucking with me?": "你他妈是在逗我吗？";
"I've been ready ever since I got here.  Though I'll give Tanya one more chance to give herself up.": "我到这里的那一刻就已经准备好了。不过我会再给塔尼娅一个自首的机会。";
"Did that do it?": "这样就行了吗？";
"No more hiding, Zinyak.": "别再躲了，齐尼亚克。";
"You never know if you can have something unless you ask for it.": "你不问，就永远不知道自己能不能得到。";
"Little b-ball action, huh. Let's do this.": "来点小篮球赛，嗯。上吧。";
"Get into the car! GET IN!": "上车！快上车！";
"Matt, I've been thinking...we could all be dead soon, so...shit I can't believe I'm saying this...you don't have to die a virgin.": "马特，我一直在想……我们可能很快都会死，所以……操，我不敢相信我要说这个……你不用以处女之身死去的。";
"Really? Then why do you do it?": "真的吗？那你为什么还要做？";
"Johnny. How do I get to him?": "约翰尼。我怎么能见到他？";
"I forgot how big this fucking plane is.  Couldn't you have put me closer to the front?": "我都忘了这破飞机有多大了。你就不能把我放在靠近机头的位置吗？";
"I kid 'cause I love.": "我开玩笑是因为我爱你。";
"Don't worry Paul, I'll pour one out for you.": "别担心，保罗，我会为你洒酒祭奠的。";
"One more portal, right?": "还有一个传送门，对吧？";
"Oh that Matt. Such a character. I wouldn't mind killing him again. Hey, as soon as you fail, I'll get to!": "哦那个马特。真是个活宝。我不介意再杀他一次。嘿，你一失败，就轮到我了！";
"Goddammit!": "妈的！";
"wow.": "哇。";
"I'm gonna pretend that makes total sense.": "我就当这话完全说得通。";
"Brilliant.": "太棒了。";
"All right... let's see what that warden had for me...": "好吧……让我看看那个典狱长给我留了什么……";
"Thanks for the help.": "谢谢帮忙。";
"What, like, one of those machines that grinds keys?": "什么，那种配钥匙的机器？";
"This thing can't stay open forever...": "这玩意儿不能一直开着……";
"What's going on...": "出什么事了……";
"I know you think you're being valiant here. Really. I get that. You're an A1 superhero, Asha.": "我知道你以为自己很英勇。真的。我懂。你是顶级超级英雄，阿莎。";
"What, is that supposed to be reassuring?": "什么，这算是在安慰我吗？";
"This is too easy...": "这也太简单了……";
"I'll take what I can get.": "有什么我都拿。";
"The goal's simple enough, just kill everyone and everything.  Extra points for not dying.": "目标很简单，杀光所有人所有东西。没死就算加分。";
"Yaaaaaahhhhhhh!": "呀啊啊啊——！";
"Oh, I got plenty to say these days -- starting with \"you're dead\"!": "哦，这几天我有好多话要说——首先就是「你死定了」！";
"Hey Kinzie, you wanna fuck?": "嘿金吉，想上床吗？";
"I'm in the belly of the beast...": "我在野兽的肚子里……";
"As long as it's not dozens of different versions of me. Look, I've had more than enough of psychological introspection.": "只要不是几十个不同版本的我。听着，我受够这种心理剖析了。";
"King didn't have it easy, he was dealing with the whole Dex situation.": "国王的日子也不好过，他一直在应付整个戴克斯的事。";
"It's just... other me was right.  I do feel better.": "只是……另一个我说的没错。我确实感觉好多了。";
"Kinzie, what's the weakest point on the Zin ship?": "金吉，齐恩飞船最薄弱的地方在哪儿？";
"You can't stop the music!  Nobody can stop the music!": "你挡不住音乐！没人挡得住音乐！";
"Bring it on.": "放马过来。";
"Matt, I found Kinzie but I'm not sure there's--": "马特，我找到金吉了，但我不确定有没有——";
"I always do.": "我一向如此。";
"Time to see what's in it.": "是时候看看里面有什么了。";
"Good to see you haven't changed THAT much...": "很高兴看到你没变那么多……";
"Look lady, we're doing this in my time!": "听着女士，这次按我的节奏来！";
"Shaundi--!": "莎蒂——！";
"Why is Gat's pod so much different than the others.": "为什么盖特的吊舱和其他人差那么多。";
"I see another Kinzie, but I--wait!": "我看到了另一个金吉，但我——等等！";
"But figuring out how we couldn've made the Key fly is worth our time?": "但研究怎么让钥匙飞起来就值得我们花时间？";
"Meaning what?": "什么意思？";
"Sorry we're late!": "抱歉我们迟到了！";
"You both sit tight. I'll be back for you.": "你们俩都别动。我会回来接你们。";
"Your lack of esprit de corps is noted, young lady.": "你缺乏团队精神，小姐。我记下了。";
"I swear, if Zinyak hurt her...": "我发誓，要是齐尼亚克伤了她……";
"Quick! Grab Aisha!": "快！抓住阿伊莎！";
"Neither could I.  Look, you can't blame-- what the hell?": "我也没办法。听着，你不能怪——搞什么鬼？";
"And a 1, 2, 3...go.": "一、二、三……开始。";
"I GOT A ROBOT!": "我有机器人了！";
"Only if this fails, we could all die.": "前提是这个失败了，我们都得死。";
"One of them put a device on the wall. I'm not sure what it is.": "他们中有一个往墙上放了设备。我不确定那是什么。";
"Kinzie, I don't want to hear it.": "金吉，我不想听。";
"This would be great at a barbeque.": "这玩意儿放在烧烤派对上肯定很棒。";
"Yeah, for all of the next ten seconds.": "是啊，就接下来的十秒。";
"DELETE": "删除";
"That sounds awesome.": "听起来太棒了。";
"Oh god...": "哦天哪……";
"I have a feeling they're going to lead me to Johnny.": "我有种感觉，它们会带我找到约翰尼。";
"One guy? No problem.": "一个人？没问题。";
"Pierce! You all right?": "皮尔斯！你没事吧？";
"Johnny...I'm coming for you...": "约翰尼……我来找你了……";
"But figuring out how we couldn've made the Key fly is worth our time?": "但研究怎么让钥匙飞起来就值得我们花时间？";
"Of course I do, Matt...": "我当然知道，马特……";
"Excited Matt. This can't be good.": "马特很兴奋。这可不太妙。";
"So everything according to plan, huh?": "所以一切都在按计划进行，嗯？";
"Whoa, holy shit!  My powers feel limitless!": "哇，我靠！我的力量感觉没有极限！";
"I'm afraid to ask, but how is it amazing?": "我不敢问，但怎么个厉害法？";
"Zinyak, you fucking--": "齐尼亚克，你这该死的——";
"Oh, you know, hacking alien technology while being shot at... How do you think it's going?": "哦，你知道的，一边挨枪子一边黑外星科技……你觉得会怎么样？";
"That wasn't hard at all.": "一点都不难。";
"... Useful?": "……有用？";
"Oh, you'll see.": "哦，你等着瞧。";
"One more to go.": "还差一个。";
"So you and old you had a talk then?": "所以你和老版本的你谈过了？";
"Does the old Shaundi take anything seriously?  I mean, she's just in the simulation and she keeps sending me messages asking about what it was like to party in Stilwater back when I was younger.  I swear you'd think she was on this ship with us.": "那个老莎蒂到底把什么当回事吗？我是说，她明明在模拟世界里，却一直给我发消息，问我当年在斯蒂尔沃特开派对是什么感觉。我发誓你会以为她就跟我们一样在这条船上。";
"Oi, Doris! We're still on for tennis, yes?": "喂，多丽丝！我们网球照旧，对吧？";
"Small problem, Kinzie. It's locked.": "小问题，金吉。它锁上了。";
"I admit I was surprised to see you in here, other me.": "我承认，看到你在这儿我挺惊讶的，另一个我。";
"Slow, slow, quick-quick slow!": "慢，慢，快快慢！";
"What the hell is The Brotherhood doing here?": "兄弟会在这儿干什么？";
"Honestly, I don't care what we name the ship. As long as we name it Neuromancer.": "说实话，我不在乎船叫什么名字。只要叫「神经漫游者」就行。";
"Kinzie! Let's get the fuck out of here.": "金吉！我们快撤！";
"Hold on, look at the speakers.  The music seems to be what's causing it in the first place.": "等等，看那些音箱。音乐似乎才是始作俑者。";
"Yeah... remind me not to do that again.": "是啊……提醒我别再干那种事了。";
"I can still taste slime in the back of my mouth.": "我现在嘴里还一股黏液的味。";
"*sigh*  Fine, we do it your way.": "*叹气* 行，就按你的方式来。";
"The code says you can jump long distances and run at super high speeds.  How about starting with a small jump?": "代码显示你能跳得很远、跑得飞快。要不先来个小跳？";
"Kinzie, I can run faster than a human and shoot ice out of my hands; I'm already breaking the rules.": "金吉，我能跑得比人类快，还能从手里射冰，我已经在打破规则了。";
"Good...I need a break from you two...": "好……我需要歇歇你们俩……";
"Head back inside the simulation and the Key will be waiting for you.": "回到模拟世界里面，钥匙会在那儿等你。";
"The satellite's down! Did it work?": "卫星掉下来了！成功了吗？";
"He's gonna learn really quick how bad an idea is to fuck with us.": "他会很快明白跟我们作对有多蠢。";
"Getting booted from the US sent Cyrus Temple off the deep end but teaming up with terrorists? Seriously?": "被美国踢出去让赛勒斯·坦普尔彻底崩了，但跟恐怖分子合作？来真的？";
"Alright, I'll play your game.  Consider it done.": "好，我陪你玩。包在我身上。";
"Let's do this, you beautiful bastard.": "上吧，你这个漂亮混蛋。";
"It's a simulation!": "这是模拟世界！";
"What?": "什么？";
"Oh man. Am I glad that's over.": "哦天哪。总算结束了，我太高兴了。";
"*sigh*  Kinzie, stop talking.": "*叹气* 金吉，别说话了。";
"Where the hell is Kinzie?": "金吉到底在哪儿？";
"*BEEP* that was fun!": "哔——那真爽！";
"This place is a death trap.": "这地方是个死亡陷阱。";
"All right... got the virus.": "好吧……拿到病毒了。";
"Careful Kinzie, you were almost an optomist...": "当心，金吉，你差点就变成乐观主义者了……";
"While you reflect on what you just said, Kinzie, I'm going to follow the aliens to my friend.": "你琢磨自己刚说的话吧，金吉。我要跟着那些外星人去找我的朋友。";
"Maybe they just think you're thirsty.": "也许他们只是觉得你渴了。";
"You do know that sounds crazy, right?": "你知道这话听起来很疯狂，对吧？";
"ooooo....": "呜哦……";
"Hey, whoa, what--": "嘿，等等，什么——";
"What kind of security does Matt's prison have?": "马特的监狱有什么安保措施？";
"We find Tanya and I put a bullet in her.": "我们找到塔尼娅，然后我给她一枪。";
"I agree. I don't feel anything.": "我同意。我什么都没感觉。";
"He vanished again! Get ready!": "他又消失了！做好准备！";
"Asha doesn't appreciate the rich fiction of the NyteBlayde universe. ": "阿莎欣赏不了夜刃世界的丰富虚构。";
"Masako agents, huh?": "雅子特工，嗯？";
"Stubborn and defensive? Sounds like Asha all right. ": "固执又爱防御？听起来正是阿莎的风格。";
"I just want it done Kinzie, I don't care how it works...": "我只想快点办完，金吉，我不在乎它是怎么运作的……";
"Oh, wanted to thank you by the way, Kinzie.": "哦，顺便想谢谢你，金吉。";
"Gonna shove these wires up his *BEEP*!": "我要把这些电线塞进他的哔——里！";
"I need to get some guns.": "我得弄几把枪。";
"Jeez, it's like a shrine to my past...": "天哪，这简直像是我过去的圣殿……";
"Then how's this gonna piss him off?": "那这怎么惹恼他？";
"Sounds good to me.": "我觉得挺好。";
"The guy with the spike on his head? Oh yeah. Jeff? Zavian? Damien?": "头上顶个钉子那位？哦，对。杰夫？泽维安？达米恩？";
"You expect me to sing on every road trip?": "你指望我每次自驾游都唱歌？";
"Matt, I found Kinzie but I'm not sure there's--": "马特，我找到金吉了，但我不确定有没有——";
"We gotta check the monitors!": "我们得查监控！";
