# TODO: Translate to Simplified Chinese
# Source: voice_us.txt
# Format: "KEY": "Chinese translation"
# Total entries: 16797

"HASH_B9F9F000": "也许待会儿吧，行吗？"
"HASH_D055F1B3": "让我进枪店好像有点冒险。你确定他们会卖给我？"
"HASH_C193C5B3": "基思出卖了一个对我很重要的人。不管他中了什么邪，我得把他弄醒。"
"HASH_FD1A31B3": "我开玩笑的！"
"HASH_FF35E5B3": "那我们怎么做？"
"HASH_49E0ADB3": "总还有下一件事，对吧？"
"HASH_BC966DB3": "能量流正在被调控。打开断路器应该能提升功率。"
"HASH_8EA581B3": "跟谁上床可得小心，兄弟。你永远不知道谁会反咬你一口。"
"HASH_9FE1E9B3": "你能应付这些人吗？"
"HASH_61B2A1B3": "想拦我，齐尼亚克？"
"HASH_270109B3": "*叹气* 为地球复仇……"
"HASH_95C09DB3": "这个版本的赛勒斯是从我的潜意识里来的。我只能假定他带走了我对这套东西运作方式的一些认知。"
"HASH_BBB555B3": "她还有呼吸。"
"HASH_850755B3": "那会是个好主意。"
"HASH_BD1F0DB3": "嘿，副总统，情况如何？"
"HASH_283399B3": "你把它炸了！"
"HASH_0FD7F9B4": "你说什么？"
"HASH_9AD805B4": "假装开枪打东西。"
"HASH_D2F7BDB4": "如果你想找我丈夫说话，他今天下午在家。"
"HASH_A70B01B4": "嘿，模拟可一点都不喜欢那样。"
"HASH_1609FDB4": "等等。那是马埃罗吗？"
"HASH_D5BAD9B4": "到底为了什么？"
"HASH_B5EA61B4": "虽然我怪林在她所作所为里的那份责任，但我没忘她还有帮凶。是圣徒街那个新贵替她干了那些脏活：洗劫我的宅邸、杀死我的侄子、还杀了我。我怎么会让这一切发生？我提醒约瑟夫他身边有叛徒时已经太晚了。要是我早点动手，也许被消灭的就是圣徒了。"
"HASH_2BC6E9B4": "好极了。"
"HASH_AF631DB4": "激光眼？"
"HASH_D1B419B4": "删除"
"HASH_4BD579B4": "激光眼？"
"HASH_D54645B4": "不是你。是他。"
"HASH_AB4699B4": "但你用刀捅穿了我的心脏！我是说，比喻上的。"
"HASH_F51365B4": "你明白就好。关于齐恩入侵，你能告诉我什么？"
"HASH_A81525B4": "妈的！"
"HASH_3E2E7DB4": "有多少台发电机，马特？"
"HASH_CECA19B4": "对。我想几分钟前我吓跑了她。抱歉。"
"HASH_D1A955B4": "幸好我们有金吉，还有齐莫斯、奥列格，还有……"
"HASH_E2C039B4": "删除"
"HASH_B39225B4": "他们这次又干了什么？"
"HASH_1179E1B4": "好极了。"
"HASH_37F3B9B4": "越早甩掉这些家伙，我们就能越早回到计划上。"
"HASH_C23B31B5": "导管？"
"HASH_9F7BB1B5": "好吧……"
"HASH_F2FF49B5": "看来我没得选……"
"HASH_9F2A09B5": "谢谢你。现在该溜了……"
"HASH_837581B5": "塔尼娅？不。业余选手之夜？好极了。"
"HASH_777475B5": "波多黎各雷神？他人是挺可爱，但表现配不上这名号。"
"HASH_1A9BE9B5": "等等，你抢了我的台词。"
"HASH_8319CDB5": "该死？你说该死是什么意思？"
"HASH_F50321B5": "等一下。"
"HASH_851035B5": "如果二十年前有人告诉我，长大后我会从一个街头帮派一路爬上来，建立媒体帝国，当上美国总统，然后被外星人抓走，嗯……我可能会信。我小时候很好骗。"
"HASH_E2A5C1B5": "那他妈也太多人了，金吉。"
"HASH_0326D5B5": "用这段时间多杀几个齐恩人。"
"HASH_D998A1B5": "*《异性相吸》歌词*"
"HASH_366859B6": "是啊，我想我之前把她吓跑了。抱歉。"
"HASH_A0B1DDB6": "不知道。我通常忙着当自己的英雄，没空无聊。"
"HASH_B77CC9B6": "好吧……我会让我的人联系你的人，乔什。"
"HASH_3DB9B9B6": "喔。酥酥的。"
"HASH_AFF285B6": "我在重新考虑刚才那句关于按摩棒的评论。"
"HASH_2E7609B6": "要命的体能训练，金吉。你也该试试。"
"HASH_BB8E9DB6": "听着女士，这是在我时间里干的！"
"HASH_2F15B1B6": "好，你上来开车，我下去应付成群结队的齐恩人。"
"HASH_0B9CBDB6": "金吉。我来搞定。"
"HASH_EFD4E1B6": "这是两级火箭。小心点。"
"HASH_5F1941B6": "塔尼娅真有那么大的威胁吗？"
"HASH_F9F83DB6": "*笑*"
"HASH_F8FFF9B6": "只管降落，约翰尼。金吉，保持联络。"
"HASH_8EC2C5B6": "哦*哔*！"
"HASH_84E371B6": "上吧，你这硬汉。"
"HASH_BF5AD5B6": "有不错的数据传回来了，但我还没找到那道门真正的弱点。继续。"
"HASH_1ADA55B6": "精确一点更好。去气闸。"
"HASH_6960CDB6": "大喇叭在说什么有头绪吗？"
"HASH_73BBD1B6": "哦没错我*能*阻止信号！"
"HASH_EBBFA1B6": "哦，C.I.D.。这是一段美好友谊的开始。"
"HASH_05DEDDB7": "算了，快去阻止基思！"
"HASH_A40731B7": "至少我没吞下他的口塞球。"
"HASH_BD7949B7": "你去办，这些干扰我来处理。"
"HASH_FDBA35B7": "什么？那怎么不直接搞一整座岛？"
"HASH_1AC109B7": "这不是帮忙，只是在偿还我的债务。现在，我让你继续去寻找你答应过给我的那具身体吧。"
"HASH_97A515B7": "好，收到了……"
"HASH_8E386DB7": "你能做到？不用马特？"
"HASH_3F62DDB7": "那……现在是什么让我成了神？"
"HASH_4112B9B7": "三分钟。"
"HASH_8AE3E5B7": "等等。你先救了基思·戴维斯，然后才救我？"
"HASH_29C9B5B7": "我救你不是为了让你看着我一个人干重活……"
"HASH_E522A9B7": "根据金吉的说法，每个人的模拟都基于他们内心最深最暗的恐惧。"
"HASH_203195B7": "让我对那个软塌塌的家伙做我的事？"
"HASH_3ACC71B7": "哦不，这可不是职业培训。这是休闲娱乐。"
"HASH_539889B7": "你真为阿莎做了这个模拟？"
"HASH_7CEF39B7": "如果有帮助的话……"
"HASH_771B69B7": "你没事吧？马特呢？"
"HASH_D24319B7": "作为你们的新市长，我宣誓维护这座城市的完整。确保我们的妇女儿童不会受到外来者魔鬼般的影响。我将延续这座城市的传统：安静、平和地思考，以及绝对服从。"
"HASH_592465B7": "奖励回合！"
"HASH_C925D9B8": "马特，什么事都等着。我得专注我必须做的事。"
"HASH_2B8F15B8": "金吉……？妈的……"
"HASH_229055B8": "别耍我。"
"HASH_818911B8": "干掉那些毛绒杂种！"
"HASH_E289F5B8": "删除"
"HASH_21A869B8": "你就让她们毁了这场派对？让我们看看防守！"
"HASH_12989DB8": "那……看来是个去找他们的好理由。我加入。"
"HASH_B29339B8": "既平衡了励志演说，又拿捏了邪教头子的毛骨悚然感，真有你的，阿莎。"
"HASH_839829B8": "嘿嘿嘿。你穿这个很合适。"
"HASH_474BCDB8": "所以基本上，要么我赶到金吉那儿，要么我死。"
"HASH_B65BD5B8": "我杀过人。砸过东西。你知道的，就那些套路。"
"HASH_E8F84DB8": "删除"
"HASH_897819B8": "嗯哼。"
"HASH_DDE4B5B8": "首先，你还记得怎么用这套装甲吗？"
"HASH_0A5AB9B8": "上车，保罗可不会一直趴着……"
"HASH_612C6DB8": "行。抱歉。"
"HASH_6E3ECDB8": "删除"
"HASH_9F9B55B8": "来吧，到爸爸这来！"
"HASH_A6F96DB9": "其实时机不错。但我们得把塔米带出这儿。"
"HASH_EEC9E9B9": "这个模拟真的是为阿莎造的吗？"
"HASH_9B6031B9": "怎么了，金吉？"
"HASH_B84B31B9": "再说，我已经在船上给他找了一具真正的C.I.D.身体。所以，你懂的，正好对上。"
"HASH_2B32A5B9": "所以，呃，也许我该跟着C.I.D.？"
"HASH_C506B1B9": "我刚才还忙着把一个电脑怪胎从劳伦斯·威尔克频道救出来。"
"HASH_B602A1B9": "我真希望这是真正的你——"
"HASH_D9C93DB9": "我要把你做成标本挂起来，你这个外星混蛋。"
"HASH_B199C1B9": "只有你，C.I.D.？"
"HASH_EF0191B9": "杀了那个混蛋！"
"HASH_303301BA": "我一杆枪都没有。"
"HASH_D9EFA9BA": "翻译器！哈！好样的，金吉——哦，有了。"
"HASH_4ECAEDBA": "太好了。"
"HASH_572645BA": "为什么这些东西老是有眼睛激光……"
"HASH_952BFDBA": "难道重点不就是要让它坠毁吗？"
"HASH_3A2981BA": "好，所有人，前进！"
"HASH_C1F515BA": "……真的？"
"HASH_76B3A1BA": "那「喽啰军团」在哪呢？"
"HASH_537901BA": "再试一次。"
"HASH_E77F01BA": "金吉说枪少了……东西。"
"HASH_A583E9BA": "我标好了一个病毒注入点。保护病毒，让它完成上传。"
"HASH_9F04BDBA": "该死。9号处理舱在哪？"
"HASH_D2E981BA": "你知道吗，我觉得我和金有很多共同点。我们都从街头崛起，闯出一番名堂。我们都是拥有自己粉丝的名人。我们之间有那种纽带。是啊。要是能让他坐下来跟我下盘棋就好了……"
"HASH_0EEF35BA": "这看起来很重要。炸了它。"
"HASH_944E79BA": "排好队！走！"
"HASH_ADFF89BA": "你很快就知道了。"
"HASH_0E7579BA": "……然后再干掉那个守卫。"
"HASH_3565F9BA": "我们在动。为什么在动？去舰桥。"
"HASH_02CA51BA": "嗯，我觉得他们现在不会帮你的。"
"HASH_E9B895BA": "拜托了，莎蒂。*停顿* 莎蒂？"
"HASH_490411BB": "你太弱了，区区凡人！"
"HASH_628B95BB": "「嘿，阿莎，你好吗？来点茶和烤饼吗？想亲热一下？噢！*亲吻声*」"
"HASH_6AB0DDBB": "删除"
"HASH_A230E9BB": "我告诉过你：不能带武器。但音乐的力量可以克服一切障碍。"
"HASH_A6F299BB": "莎蒂，你还好吗？"
"HASH_EBA18DBB": "是啊，那对我来说毫无意义……"
"HASH_75F521BB": "嘿，马埃罗，杰西卡怎么样？"
"HASH_BA6AFDBB": "加油，老大，你得选我们。莎蒂和我不会让你失望的，你知道的。"
"HASH_7A03D1BB": "还不行，我的朋友们，我想老兵之子配得上再给我们的美人杰兹贝尔一次机会。也许该来好几次……"
"HASH_3A7CBDBB": "我跟你说，跳舞是我的热情！"
"HASH_5D8671BB": "你知道吗，有那么一瞬间，金吉，你几乎要乐观起来了。"
"HASH_FD24F1BB": "金吉，你他妈去哪儿了？还有，你怎么知道它的名字？"
"HASH_FC4E5DBB": "米勒？！天哪，为什么？！"
"HASH_F30621BB": "这没什么不道德的！"
"HASH_227BF9BB": "再来一次，金吉。"
"HASH_40EDE9BB": "地球都爆炸了，本·金已经在写新书了。他一点没变，对吧？"
"HASH_A2AC6DBB": "死神从天而降——！"
"HASH_58333DBB": "一旦C.I.D.启动运行，多久能把我的兄弟弄出来？"
"HASH_740361BC": "我不敢相信你还活着，约翰尼。莎蒂和我——"
"HASH_8D5B81BC": "军情六处自有它自己的道理。"
"HASH_B54E05BC": "*歌词*"
"HASH_C44275BC": "这东西可别吐出我当初被困的那个小镇里那些无聊的家伙。"
"HASH_E52315BC": "下一步呢，金吉？"
"HASH_53C849BC": "熄灯。"
"HASH_A34CF9BC": "那是最后一个了。"
"HASH_8DDBA9BC": "就是在这架飞机上，莎蒂和我失去了我们最好的朋友。约翰尼·盖特协助创立了圣徒，莎蒂加入后一直把他当偶像。他为了救我们牺牲了自己。现在我要我们的朋友回来。"
"HASH_8F1729BC": "呃。谢谢你。"
"HASH_6F2021BD": "哈！你才是逃跑的那个，塔尼娅。"
"HASH_2A895DBD": "随时奉陪，皮尔斯。"
"HASH_1FC121BD": "为了让我将来能给你找更多乐子，我得把金吉编的这个程序装进模拟里。帮我一把，我们俩都受益。"
"HASH_531FD9BD": "很高兴你理解她。"
"HASH_C786D9BD": "对。小菜一碟。"
"HASH_33E4A1BD": "一个人？没问题。"
"HASH_BFBC65BD": "好，现在情况有点不一样了。先打掉那盏灯……"
"HASH_31FA21BD": "妈的，见到你们太高兴了！"
"HASH_A366E1BD": "金吉，你给我们找好安全的地方了吗？"
"HASH_353DA5BD": "我一杆枪都没有。"
"HASH_75B2F9BD": "啊啊啊！弗莱克尔碧池斯！"
"HASH_0F2E99BD": "C.I.D.，我觉得莎——"
"HASH_2BC2C5BD": "离老大远点，混蛋们！"
"HASH_91B31DBD": "要是你真在开车就好了。"
"HASH_A81EC5BE": "我不是第一个从影转政的演员，但我是其中最好的几个之一。话剧、电影、电视剧、动画、广告，妈的，我甚至还配过电子游戏。虽然电子游戏的剧情不太出名。总之，我已经征服了演戏。等我接到圣徒的来电时，我已经准备好迎接新事物了。"
"HASH_26E331BE": "呸！我感觉自己像妓院里的坐浴桶。"
"HASH_521ED5BE": "这到底是什么地方……"
"HASH_F0B8E5BE": "操。"
"HASH_E71259BE": "这他妈都是些什么？"
"HASH_9AAD71BE": "去你的保罗！"
"HASH_642ACDBE": "金吉，说好的后援呢？"
"HASH_A5C1BDBE": "左翼有接触！"
"HASH_A89FD1BE": "行，但如果你真想去码头，你大概得踩油门。说真的皮尔斯，你在限速行驶。"
"HASH_CB76A5BE": "回到斯提尔沃特的老家？是啊。"
"HASH_7ED9C5BE": "C.I.D.，为什么什么都是目标？"
"HASH_6B5951BE": "等等，我没听错吧？"
"HASH_136EA5BE": "哦当然，没问题……"
"HASH_FEC1A1BE": "你想赌一把？"
"HASH_7FA1F5BE": "玩？军情六处的特工觉得什么才算玩？"
"HASH_7B2B31BF": "哎呀呀。这真是太梦幻了。"
"HASH_A29EF1BF": "你在这个模拟上花了多久？"
"HASH_64EBA9BF": "咳……这开始了吗……他们能听见我吗？"
"HASH_55B93DBF": "前面有路障。"
"HASH_8093BDBF": "或者给你降降温，想过吗？"
"HASH_D91C3DBF": "来了。"
"HASH_72623DBF": "那就写点代码，让它跑起来……"
"HASH_4EE4DDBF": "嘿，这次还真说得通。"
"HASH_4C6779BF": "「哔——」的。我来了。让音乐响起来吧。"
"HASH_F88499BF": "找到了。"
"HASH_46A5B9BF": "也许你该多听听自己的心声，别总是对所有事都那么紧张。"
"HASH_741195BF": "我已经锁定了本杰明·金的模拟。"
"HASH_644939BF": "我要把你吊在壁炉上，你这个外星混蛋。"
"HASH_404A7DBF": "看来病毒已经被彻底清除了，而我也成功永久封死了塔尼娅对模拟代码的访问。"
"HASH_69936DBF": "那她为什么拒绝了它？"
"HASH_F61C99BF": "你先请。"
"HASH_B6F6F1BF": "金吉好像没什么意见。"
"HASH_45B145C0": "看来塔尼娅忘了那堂课，而这恰好对我们有利。"
"HASH_D928BDC0": "好，现在——真的是时候吗？"
"HASH_94A02DC0": "我们得去检查监视器！"
"HASH_2762A9C0": "金吉，我能跑得比人快，还能从手里射出寒冰；我早就在打破规则了。"
"HASH_3AB751C0": "废话。"
"HASH_BAD7A5C0": "我的内殿有什么问题？"
"HASH_7B5055C0": "我有超能力了。上吧。"
"HASH_DEB44DC0": "大家听好了，我们得保护C.I.D.和钥匙！"
"HASH_E736C9C0": "来点行车音乐也许有帮助。"
"HASH_E0BA2DC0": "回你来的地方去！"
"HASH_B2E661C0": "你知道我爱你，金吉。"
"HASH_0CDFA1C0": "那我爬得越高呢？"
"HASH_7882B1C1": "钥匙怎样了？"
"HASH_732E45C1": "好了。走吧！"
"HASH_2C5E11C1": "哦。等等——多年酷刑审讯训练？我以为你在FBI搞计算机犯罪。"
"HASH_97C599C1": "哇！"
"HASH_1997FDC1": "别再躲了，你这白脸狗娘养的。"
"HASH_10BF11C1": "好吧，我可不想麻烦你。一点也不想。"
"HASH_310BEDC1": "哇！"
"HASH_061DE1C1": "我不明白……"
"HASH_E1B925C1": "别担心，没人能碰到这把钥匙和C.I.D.，老大。"
"HASH_0E83E5C1": "删除"
"HASH_3BE441C1": "没错，我是该死的总统！"
"HASH_617359C1": "金吉，我们得走了。出什么——"
"HASH_6433C9C1": "你马上就到了，你能行！"
"HASH_ABA531C1": "我的扳机指寂寞了……"
"HASH_56D8C1C2": "好极了。"
"HASH_EC91B5C2": "毫无头绪。所以我通常求翻译。"
"HASH_AE87EDC2": "但我们为什么不直奔他而来，然后——"
"HASH_81B8C5C2": "好了。走吧！"
"HASH_6C1AE9C2": "嗖！"
"HASH_EBA94DC2": "嘿，你是怎么出来的？"
"HASH_6923F9C2": "头上顶着尖刺的家伙？哦对。尼克？斯蒂芬？达伦？"
"HASH_2DCDC9C2": "这也是你计划的一部分？"
"HASH_A8C399C2": "来吧，开始检查！"
"HASH_284DC9C2": "但别把我变成他妈的马桶。"
"HASH_02AED1C2": "删除"
"HASH_A7280DC2": "好吧，如果你想要纹身，这个应该能帮上忙。绕过拉斯特之针的安保。"
"HASH_AE6115C2": "等等，这可不是我心灵能力的升级。"
"HASH_EE30C5C2": "走！"
"HASH_B8D599C2": "莎蒂，回去找金吉和其他人。盖特，我们去炸一艘宇宙飞船。"
"HASH_0E4E25C2": "你完了，齐尼亚克。"
"HASH_9EC951C3": "金吉，我能跑得比人快，还能从手里射出寒冰；我早就在打破规则了。"
"HASH_8080CDC3": "如果暴力治不了这城市，那我就教这城市跳舞。"
"HASH_1A7E2DC3": "这就是你说的那支喽啰大军？他们是该死的僵尸，马特。"
"HASH_81C341C3": "为什么我就不能有好事……"
"HASH_F1E171C3": "开玩笑？外星爆破，算是总统培训第一课。"
"HASH_BEE2E9C3": "所以，你肯定能把我弄出去的，对吧？"
"HASH_FF315DC3": "齐尼亚克踩了比兹·马基……"
"HASH_5DAFB5C3": "马特，我找到金吉了但我不确定——"
"HASH_EE0D3DC3": "我还以为这跟他要消灭美国有关呢。"
"HASH_38D30DC3": "现在去哪儿？"
"HASH_62D079C3": "呃。对。马特，把我们弄出去。"
"HASH_CA208DC3": "好，这个开关是干什么的……？"
"HASH_ED96A5C3": "你完事了没？"
"HASH_DE7B71C3": "这车肯定有问题……"
"HASH_10B8E1C3": "还好我没再失去我的盖特。"
"HASH_9E1B69C3": "马特，我常常想不明白我为什么让你活下来，更别说让你加入我的团队了。但我要大方地承认：你为我们干得不错。"
"HASH_D2D45DC3": "但什么都不管用……没有什么能像你这样让我感觉自己活着。我一直以为那只是因为我抑郁，但现在见到你，我才明白我有多需要你。我知道我不是阿伊莎，我也不想假装是，但如果——"
"HASH_012FC5C3": "行，但我最好能从中得到什么。"
"HASH_401B0DC4": "第一步，回货舱去装满炸弹。"
"HASH_84CE61C4": "该死？你说该死是什么意思？"
"HASH_A08731C4": "金吉，盖特在哪？"
"HASH_08711DC4": "你说什么？"
"HASH_53C0FDC4": "这他妈都是些什么？"
"HASH_D7A6ADC4": "女士们先生们，欢迎来到元氣教授的超道德真人秀特别篇！"
"HASH_8CB10DC4": "是时候看看里面有什么了。"
"HASH_F6A0CDC4": "删除"
"HASH_502365C4": "这个派对是不是要自带酒水？"
"HASH_67E391C4": "我看到……大概七个重叠的画面……"
"HASH_B243B9C4": "你就不能把我安置在一家像样的酒店什么的吗？"
"HASH_E6C635C4": "而这一次，是因为我想！"
"HASH_FD2809C4": "哇，她真的很享受这个。"
"HASH_607089C4": "玩得开心吗？"
"HASH_B9C6F5C4": "来吧齐尼亚克，你得再加把劲！"
"HASH_A7D669C4": "希望你能给我进一步的指示，金吉。"
"HASH_8B054DC4": "看来圣徒们还想再玩一次。这一次，我不会再给你们开条件了。"
"HASH_A8B511C4": "这些都是你脑子里的，阿莎。他是从你那里得到的。"
"HASH_7B988DC4": "听着够简单。"
"HASH_E452A9C5": "总有一天我们该给这艘船起个名字。我考虑了很多，觉得我们需要一个名字，让不知情的人听着人畜无害，从而迷惑敌人。所以我投「茶杯」一票。"
"HASH_672EF5C5": "不假。我要加入。"
"HASH_EAD491C5": "太好了，你只是我脑子里的一个声音，这让人安心多了。听着，金吉，我没带武器。把我弄出去怎么样？"
"HASH_8DCAD5C5": "没问题，C.I.D.。"
"HASH_41C255C5": "但坠毁是件好事，对吧？"
"HASH_888F4DC5": "找到节奏，跟上节拍！"
"HASH_FAE1D5C5": "那样就说得通了……"
"HASH_12E9D9C5": "这东西上有GPS吗？我怎么找到盖特？"
"HASH_96DEBDC5": "莎蒂，你还好吗？"
"HASH_72C151C5": "代码像模拟的代码？做什么的？"
"HASH_140BF5C5": "她……她……"
"HASH_F3622DC6": "有办法加快进度吗？"
"HASH_BC4899C6": "趴下吧，赛勒斯。我要带着金吉走出这里，你不可能拦住我。"
"HASH_E6D8A1C6": "我记不记得——噗。"
"HASH_19D965C6": "然后大功告成！"
"HASH_734C59C6": "哼。好像我会让你独揽功劳似的。"
"HASH_556FB1C6": "给我弄身像样的衣服，算不算「基础黑客」？"
"HASH_EC5DADC6": "好！"
"HASH_28BF11C6": "太棒了！回头见。"
"HASH_92FFD9C6": "我还以为我们在做了！"
"HASH_ED2465C6": "好，钻进乔·马加拉奇的雕像里。"
"HASH_258489C6": "但我是总统啊，妈的。"
"HASH_D5A30DC6": "呼。至少没有口塞球。"
"HASH_CD930DC6": "这是什么？我的能力呢？"
"HASH_65A26DC6": "删除"
"HASH_7D30F1C6": "你是不是把我给忘了，C.I.D.？"
"HASH_2F78E5C6": "没错。你现在应该能畅通无阻地进入王座室了。我们会跟着，在那儿和你碰头。"
"HASH_655F0DC6": "我们没事。我惊讶居然花了这么久。"
"HASH_3C1365C6": "天哪。快点……"
"HASH_739331C6": "还是无聊。"
"HASH_9D7279C6": "目标很简单：干掉所有该死的东西——尽量别死。"
"HASH_C5D5D5C6": "这些齐恩人怎么没多注意那个在他们走廊里横冲直撞的机器人？"
"HASH_B98B51C6": "现在就把你的屁股挪出来。"
"HASH_CDDF9DC7": "你先请。"
"HASH_5C4F99C7": "我们没多少选择了……管他呢，最坏能怎么样。"
"HASH_5976BDC7": "我交情最老的老冤家。要是我们能救出金，齐尼亚克就惨了。"
"HASH_D0A5BDC7": "马特，那是我的错，还是……？"
"HASH_982235C7": "别惹那个发号施令的姑娘，老大。"
"HASH_1A6E6DC7": "那台机甲是个狠角色。好好待它。我以后可能要用。"
"HASH_461D59C7": "给我讲一件皮尔斯没被夸大其词的事。"
"HASH_0C8399C7": "等不及电影了，本。我能帮什么？"
"HASH_C3B015C7": "我看见他们了。不过他们好像不太乐意见到我。"
"HASH_52A28DC7": "还记得S.I.S.那场会议吗？他们差点撸了你的军衔那次？"
"HASH_DEEE81C7": "目标很简单：杀掉面前所有该死的东西。不死的话额外加分。"
"HASH_404935C7": "你有地方让我试试这个吗？"
"HASH_342325C7": "我……需要你把我抛向天空。"
"HASH_AF6709C7": "以前每次我那样用电脑，都会有人死于痢疾。哇，等等，站住，那是马特吗？"
"HASH_F30061C7": "马上办。C.I.D.，出发！"
"HASH_E8F9E1C8": "现在至少得干一次。"
"HASH_C5DAE9C8": "我当然愿意，马特……"
"HASH_F0901DC8": "那我们回船上去吧……"
"HASH_51BD45C8": "老天，马特。我不是来填满我的约会日程的。"
"HASH_C88CB9C8": "喂？"
"HASH_3D7C01C8": "你有训练室能帮我练练手吗？"
"HASH_5D6C79C8": "从更高的地方开始怎么样？"
"HASH_BB8689C8": "坚持住，伙计。"
"HASH_D17EEDC8": "越快越好。"
"HASH_766D01C8": "喝啊——！"
"HASH_2C6179C8": "相信我，我会做的，但你就不能飞吗？"
"HASH_26136DC8": "无意冒犯，金吉，但这听起来，用你们的话说，有点「发疯」。"
"HASH_244815C8": "你要是对圣徒流量有致命恐惧，当初是怎么当上它代言人的？"
"HASH_4EB789C8": "既平衡了励志演说，又拿捏了邪教头子的毛骨悚然感，真有你的，阿莎。"
"HASH_F999ADC8": "等我眼睛能再看见，我就去。"
"HASH_AC572DC8": "所以一个邪恶版本的我是你最恐怖的噩梦？"
"HASH_291155C8": "齐尼亚克整了比兹·马基……"
"HASH_E96B49C8": "不如把房间里所有东西都打一遍，祈祷能打中发电机……"
"HASH_7DE699C8": "嘿！你在干什么？"
"HASH_B692C9C9": "我也没办法，戴维斯先生闻起来像香草。他的香气令人沉醉。"
"HASH_F6EB59C9": "我喜欢。"
"HASH_46B331C9": "这些混蛋让我浑身起鸡皮疙瘩。"
"HASH_A9C101C9": "他们对那只可怜的动物做了什么……"
"HASH_098B61C9": "我们得去操作炮塔，马特！"
"HASH_6B9149C9": "该死！"
"HASH_B07631C9": "趴下吧，赛勒斯。我要带着金吉走出这里，你不可能拦住我。"
"HASH_9AA711C9": "闭嘴，马特。"
"HASH_492EE9C9": "你黑的每一家商店，我都能接入，以收集关于模拟的安保数据。利用这些数据，我能找到可以开门的薄弱点。"
"HASH_CD74F9C9": "我觉得自己像公交站的厕所。"
"HASH_1123D9C9": "我要射那根导管！"
"HASH_836CD1C9": "你最大的麻烦，是金吉的钥匙要是断了，她会怎么对付你。"
"HASH_891299C9": "啪啪啪！啪啪啪！"
"HASH_EA16F1C9": "我直接拔出来就行……"
"HASH_700599C9": "所以，如果这些数据饼干——"
"HASH_5A3C79C9": "那些卡车搞定。"
"HASH_F301B5C9": "什么？"
"HASH_BD8D51CA": "我刚要开始接受你做事的方式呢。"
"HASH_3E2F19CA": "我就知道。不过金吉有主意。"
"HASH_5EBB11CA": "这车有点颠。"
"HASH_84EF45CA": "删除"
"HASH_BD6619CA": "莎蒂……？你在哪？"
"HASH_E8EEA9CA": "我等不及要拿这玩意试一把了……"
"HASH_90CB59CA": "不客气。"
"HASH_04B04DCA": "好，看来这家边缘改装店连着这个区域的安保系统。你知道该怎么做。"
"HASH_24C399CA": "什么鬼？那是斯提尔沃特的我？"
"HASH_55BAA9CA": "没什么比杀齐恩人更能让你露出笑容了。"
"HASH_787889CA": "你忘了……我麾下有一支军队。"
"HASH_36CF7DCB": "嘿，你看到了吗，金吉？"
"HASH_583345CB": "为什么我要*两颗*子弹打那些灯，而我可以只用*一颗*打那个守卫？"
"HASH_D03E39CB": "宝贝，你现在应该知道，从来没有人能告诉我该做什么，不该做什么。"
"HASH_F28A8DCB": "好吧。操。"
"HASH_37EAC9CB": "那什么意思？"
"HASH_0B093DCB": "干得好！又一个目标倒下。"
"HASH_AE03F5CB": "行，我去找另一扇门。"
"HASH_2AB829CB": "很好，只有几个守卫。足够简单。"
"HASH_EF13ADCB": "那个罐头到底有多硬？"
"HASH_7160ADCB": "进去找金。"
"HASH_89171DCB": "呃，马特，我……在跟着C.I.D.。"
"HASH_DB7851CB": "我觉得我无所不能！"
"HASH_7CF171CB": "……再加上卧室里来点钢管舞杆。"
"HASH_43DE35CC": "而这一次她是真死了。对吧，马特？"
"HASH_1FD6C5CC": "嘛，我来帮忙。"
"HASH_AE9E2DCC": "颠簸？你管这叫颠簸？"
"HASH_4C856DCC": "说到肚子饿，让厨房给我准备点贝涅饼和咖啡。"
"HASH_4D4AD5CC": "邪恶天才通常会留着通风管道盖不拧紧吗？"
"HASH_7D9D61CC": "天哪，多好的梦。"
"HASH_141B59CC": "我以前着过他的迷……绝不再犯……"
"HASH_C0F031CC": "行，这个位置看起来不错。"
"HASH_105115CC": "金吉……我是……？"
"HASH_073D19CC": "我不想和你打，夜刃！"
"HASH_9D7389CC": "阿莎，我太尊重你了才不跟你扯淡——"
"HASH_CA0321CD": "莎蒂，住手！你没杀强尼，记得吗？是菲利普杀的！"
"HASH_AC054DCD": "我们拿到了想要的东西，我们……"
"HASH_5219D5CD": "出来面对我，圣徒！"
"HASH_AB35C5CD": "金吉，你到底修不修这个？"
"HASH_441E01CD": "我觉得僵尸现在都不是我们最大的问题了。"
"HASH_86B8D5CD": "看来就是这儿了！"
"HASH_9772E1CD": "哦天，终于结束了，真高兴。"
"HASH_C643B9CD": "谢了，C.I.D.。我会试试。不过我更想直接短路他的护盾。"
"HASH_7CCBEDCD": "哦，抱歉，你把我无聊得要死之后我就走神了。"
"HASH_A18A75CD": "看来全都成功了！来船上，我们研究一下那道门。"
"HASH_F0BEF9CD": "盖特对阵沃伦·威廉姆斯！"
"HASH_7E807DCD": "什么鬼……"
"HASH_E31689CD": "无线电信号会在太空中回荡……"
"HASH_6BE029CD": "一旦C.I.D.能用了，我们什么时候能把内阁重新聚齐？"
"HASH_B88D81CE": "对，因为我喜欢脑子里有声音……金吉，我这儿可没带武器。劳驾给我指条出路？"
"HASH_D75F89CE": "但我……在开车啊。"
"HASH_A20829CE": "要……"
