# TODO: Translate to Simplified Chinese
# Source: hud_us.txt
# Format: "KEY": "Chinese translation"
# Total entries: 1392

"HASH_0FFDDB00": "招募兄弟"
"HASH_E662BDB0": "烈焰"
"HASH_BD5A8DB0": "大乱斗"
"HASH_9C7D64B0": "瞬间装填你的步枪"
"HASH_D6E0F0B0": "任何代表乌托尔的人都需要像那么回事。这套性感连体衣让刺杀重拾格调。"
"HASH_EF09E4B0": "呼叫源木女郎前来支援。"
"HASH_6E60B7B0": "能遥控全尺寸载具，何必还要玩小小的遥控车！"
"HASH_BD0954B0": "闪点"
"HASH_321BBEB1": "{ATTACK_PRIMARY_IMG} 发射炮塔武器 \n当你在带炮塔的载具中时。 "
"HASH_4D8B58B1": "奖励 - 缓存传输速率"
"HASH_89B181B1": "与赛博帮任务选择相关的奖励现已生效。"
"HASH_F2FBA1B1": "格罗夫区"
"HASH_365B8BB1": "微型手枪"
"HASH_475F56B1": "杀霸那招毁灭性的招牌攻击，如今浓缩在一双手套里！"
"HASH_862077B1": "生命值"
"HASH_3D1820B2": "圣徒后援"
"HASH_BDCF35B2": "无法从此位置取回载具。"
"HASH_724B37B3": "你的外星通缉度衰减速度加快"
"HASH_A67EA6B3": "转账上限"
"HASH_37CC3EB3": "激光枪臂"
"HASH_3F0002B3": "%ls 已被遣散！"
"HASH_C4DAE8B4": "从危险驾驶到击杀敌人，一切行为都能赚取经验值。经验值提升你的等级并解锁升级。"
"HASH_3D29DFB4": "弹药 - 特殊 4"
"HASH_17B331B4": "帮派 - 随从 2"
"HASH_554E43B4": "通过舰上电脑终端控制模拟的昼夜时间。"
"HASH_ECAD02B4": "占领超级销金窝据点后，你获得的所有声望额外增加 5%%"
"HASH_BB1179B4": "大幅加快追随者复活速度。"
"HASH_064566B4": "升级三秒压制据点后，你的城市收入转账上限提升。"
"HASH_3AAFFEB5": "恶名"
"HASH_A36B37B5": "这种武器使用次数有限，不能像常规武器那样随身携带。进入载具前必须丢弃它。"
"HASH_8A1CD7B5": "夜刃"
"HASH_6A82E0B6": "杀死杀霸，但肖恩蒂会死"
"HASH_9FECB3B6": "弹药 - 霰弹枪 4"
"HASH_46BB81B6": "兄弟 - 夜刃"
"HASH_6E7ADBB6": "你的帮派现在可以收纳小跟班。"
"HASH_71A4D1B6": "你击杀的每个人都会血肉横飞"
"HASH_36E8AAB6": "导弹"
"HASH_2C3E52B7": "声望加成"
"HASH_613EAAB7": "SWAT SMG 的深银武器皮肤。"
"HASH_862267B8": "{ATTACK_SECONDARY_IMG} 引爆章鱼\n用元气章鱼击中路人会让他们站到你这边作战。章鱼可随时手动引爆。"
"HASH_572E7DB8": "生命 - 升级 4"
"HASH_056168B8": "技能 - 拾荒"
"HASH_E6F06BB9": "奖励：STAG 城市接管协助"
"HASH_9ABF93B9": "声望加成"
"HASH_5A2968B9": "与金并肩大干一场。"
"HASH_041CC6BA": "载具经销店"
"HASH_AA5D85BA": "在闪点击杀所有标记敌人即可控制该区域。"
"HASH_B3AB33BA": "SILVERLINK - 武器皮肤"
"HASH_B0C4A7BA": "升级超级销金窝据点后，你的城市收入转账上限提升。"
"HASH_21119EBA": "兑换 - 缓存换经验值 3"
"HASH_8EC7BCBA": "热点"
"HASH_116238BB": "在你的HUB\"手机\"菜单中可以找到坦克伙计。他会在战斗中给你送来一辆坦克。"
"HASH_CD5F08BB": "在你的手机\"手机\"菜单中可以找到乔什。他会在战斗中帮助圣徒。"
"HASH_EBBB39BB": "奖励 - 缓存增益"
"HASH_7AD2A5BB": "转账上限"
"HASH_5A4243BB": "妈呀那也太高了！！！"
"HASH_02B2C1BB": "史诗跳跃任务"
"HASH_7AD56ABC": "巨大长勺"
"HASH_053D94BD": "念力大乱斗"
"HASH_D4FBDEBD": "无限步枪弹药"
"HASH_C4CAF6BD": "你的晨星帮恶名衰减速度大幅加快"
"HASH_17D53DBD": "确定要离开裂缝吗？\n你将失去自上一个检查点以来的全部进度。"
"HASH_D46D52BD": "此任务期间你不能来这里"
"HASH_81346EBD": "开门"
"HASH_4A9338BD": "此处只能存放飞机"
"HASH_DC1330BE": "临时武器"
"HASH_262D12BE": "武器 - 电锯"
"HASH_6333D8BE": "SILVERLINK - 秘籍"
"HASH_9C991DBE": "无制导导弹"
"RIFLE_NG": "爆发步枪"
"HASH_4AF99DBE": "分钟"
"HASH_A99513BF": "大乱斗"
"HASH_9B39A1BF": "烈焰"
"HASH_596DD7BF": "{ATTACK_PRIMARY_IMG} 开火：爆破枪"
"HASH_50922BBF": "耐力 - 提升 4"
"HASH_485DCBBF": "碰瓷索赔"
"HASH_F9516EBF": "你的门户车库现已提供原型坦克"
"HASH_AB8C9EBF": "丧尸盖特"
"HASH_4555B6BF": "回响贝斯枪"
"HASH_D3BBC7BF": "%ls 离开了你！"
"HASH_2FC8CBC0": "活动完成"
"HASH_FEC01EC0": "可携带多 75%% 的霰弹枪弹药"
"HASH_F81D44C0": "可携带多 50%% 的手雷"
"HASH_2E46E8C0": "你的通缉度衰减速度略微加快"
"HASH_7F7D70C0": "超级力量！提升拳击威力与投掷距离。"
"HASH_0ACACDC0": "武器库弹药"
"HASH_9BBB5FC1": "整容医生"
"HASH_B6897DC1": "车库 - 新载具"
"HASH_79C9C4C1": "SILVERLINK - 缓存增益"
"HASH_DF0306C1": "帮派自定义"
"HASH_0476F7C1": "收集品会在世界中高亮显示"
"HASH_3732A0C1": "普赖尔港"
"HASH_B6762DC2": "你的门户车库现已提供这架直升机"
"HASH_FA7A27C2": "受到的爆炸伤害大幅降低。"
"HASH_6CF37AC2": "帮派 - 复活计时"
"HASH_5111AFC2": "{0} 秒"
"HASH_9077B7C3": "奖励：末日拳武器"
"HASH_B22735C3": "载具定制"
"HASH_7F418EC3": "超级冲刺"
"HASH_274607C3": "叫夜刃来与你并肩作战。"
"HASH_4AE218C3": "闪点已完成 %d/%d"
"HASH_C3B60DC3": "基础"
"HASH_AAA1E7C4": "践踏大乱斗"
"HASH_4463C8C4": "更多此类活动现已开放；查看地图 {MAP_MENU_IMG} 寻找地点。"
"HASH_D48DB5C4": "外骨骼战甲"
"HASH_B5CCBCC4": "只有带停机坪的据点才能存放直升机"
"HASH_B5C97EC4": "根本没有煎饼"
"HASH_517E47C5": "兄弟 - 生命提升 3"
"HASH_B91BD8C5": "帮派 - 武器 - 步枪"
"HASH_5CFD76C5": "你从新科尔文区域获得的每小时城市收入额外增加 15%%"
"HASH_6A9B35C5": "灰木区"
"HASH_2F0483C5": "确认开局：%ls"
"HASH_456492C6": "购买升级，让你、你的座驾与你的帮派变得更强、更硬、更致命。"
"HASH_863E1DC6": "天体"
"HASH_B1D746C6": "用提供的武器制造一场大范围混战。"
"HASH_346E78C6": "通缉度 - 外星 3"
"HASH_2ECBB7C6": "帮派自定义"
"HASH_5DBB94C6": "吸干你的人盾之血，在击杀他们的同时回复生命。"
"HASH_09B849C6": "与威廉·夏普清算旧账。"
"HASH_CFA752C6": "肖恩蒂"
"HASH_A408F6C6": "以全自动能力换取精准的爆发射击。"
"HASH_CFF237C7": "每小时缓存转入"
"HASH_A95D68C7": "你的帮派现在可以收纳晨星帮成员。"
"HASH_67992DC7": "套装 - 乌托尔刺客"
"HASH_82EFB9C8": "恶名 - 晨星帮 2"
"HASH_617AB4C8": "活动"
"HASH_34899EC8": "同伴正在使用商店"
"HASH_560FCBC8": "正在扫描目标"
"HASH_3BAE34C9": "Volition 漫画包"
"HASH_26AA83C9": "载具 - 圣徒军用载具"
"HASH_FD4351C9": "你的帮派现在可以收纳摔跤手。"
"HASH_1BAC9CC9": "招募三名圣徒随从。按下 {RECRUIT_DISMISS_IMG} 招募附近的圣徒。"
"HASH_CAD109C9": "近战 - 威力 2"
"HASH_6EAD9EC9": "信号 {0}"
"HASH_36EDE8C9": "英里"
"HASH_C525B4C9": "退出即时挑战"
"HASH_8D3C6ACA": "奖励：整笔现金报酬"
"HASH_FF4E24CA": "可携带多 50%% 的步枪弹药"
"HASH_9E36A7CA": "添加载具以进入车库"
"HASH_1C6484CA": "目标完成"
"HASH_326CD6CA": "元气发射器弹药"
"HASH_725640CA": "你选得……不太行"
"HASH_C9C36CCB": "{CRUISE_CONTROL_B_IMG} 进入定速巡航 \n{BRAKE_REVERSE_IMG} / {ACCELERATE_IMG} 调整巡航速度 \n定速巡航会保持你的载具速度，让你专注于射击。"
"HASH_EA7CB7CB": "你从卡弗岛区域获得的每小时城市收入额外增加 10%%"
"HASH_6204DBCB": "小巧身躯，沉重一拳。"
"HASH_BFFB9CCB": "TOGO-13"
"HASH_063089CC": "{ATTACK_PRIMARY_IMG} 发射当前武器"
"HASH_B08A30CC": "在你的HUB\"手机\"菜单中可以用{GAME_CASH}%ls。每小时你从控制的模拟区域获得{GAME_CASH}%ls收入。"
"HASH_B40265CC": "转账上限"
"HASH_83638FCC": "副开火模式"
"HASH_A03F10CD": "恶名 - 赛博帮 2"
"HASH_075835CD": "吸血鬼包"
"HASH_029F56CD": "你的门户车库现已提供一批飞行器"
"HASH_1CF3E2CD": "可携带多 75%% 的手枪弹药"
"HASH_A62CFDCD": "伤害 - 载具"
"HASH_8B1C67CD": "+{0} 秒"
"HASH_A2407BCE": "人盾 - 处决"
"HASH_CFEFACCE": "坦克大乱斗"
"HASH_76C6D3CE": "声望加成"
"HASH_025FBECE": "爆炸弹药携带量提升 25%%"
"HASH_F1D135CE": "在伯恩斯山核反应堆据点定制这个根据地，获取丰厚加成。"
"HASH_3CF7EACE": "升级火药据点后，你的城市收入转账上限提升。"
"HASH_779FE9CE": "黑洞发射器"
"HASH_593200CE": "伤害"
"HASH_6C2876CF": "根据地"
"HASH_68052DCF": "{MAP_MENU_IMG} 进入升级商店 \n你刚刚升级了！\n升级商店现已上架新的升级项。"
"HASH_9BA1BCCF": "车库 - 新载具"
"HASH_B418B5CF": "被删除的模拟会掉落双倍缓存"
"GRENADE": "手雷"
"HASH_CE8CA3CF": "{0}青铜[/format] {1}"
"HASH_6A08F3CF": "火力全开"
"HASH_22787CD0": "{HELI_UP_IMG} 提升高度\n{HELI_DOWN_IMG} 降低高度\n{VTOL_TRANSITION_IMG} 切换飞行模式"
"HASH_059F42D0": "人盾"
"HASH_0BCBDAD0": "车库"
"HASH_EB2BDBD0": "强化版火箭筒"
"HASH_04B0BBD0": "这项升级在你发现它之前处于隐藏状态"
"HASH_A4EE50D0": "受到的火焰伤害大幅降低。"
"HASH_FCFF78D0": "普莱森顿"
"HASH_7A3890D0": "正在离开限制区域"
"HASH_E53772D1": "据点 - 三秒压制游乐场"
"HASH_908BAAD1": "卡马诺广场"
"SMG_GANG": "重型冲锋枪"
"HASH_BF18E9D1": "挑战之王"
"HASH_6265A2D2": "你的弹药不足。前往队友火力商店 {MAP_IMG_WEAPON} 购买更多弹药。"
"HASH_921B6AD2": "受到的子弹与激光伤害大幅降低。"
"HASH_12DFE8D2": "肖恩蒂前男友的公寓现在是圣徒据点。在这里可以存取武器库与衣服。"
"HASH_E98D98D2": "呼叫一辆坦克送达。"
"HASH_B2856FD3": "你已完成该活动！仍可继续游玩以赚取更多 [format][color:purple]经验值[/format] 或缓存。"
"HASH_B0359CD3": "SILVERLINK - 缓存"
"HASH_EDF7EDD3": "伤害 - 坠落 2"
"HASH_479145D3": "与唐尼一同征服女主人号"
"TENTACLE_BAT": "触手球棒"
"HASH_C64863D3": "接住！"
"HASH_625305D4": "奖励：载具自定义费用减免"
"HASH_FBBEB5D4": "通缉度 - 更快衰减 2"
"HASH_6AD03AD4": "在三秒压制据点定制这个根据地，获取丰厚加成。"
"HASH_AF64F1D4": "无限冲刺。"
"HASH_E1DC65D4": "清除你当前的通缉度。"
"HASH_85CA79D5": "加成 - 女孩生意"
"HASH_8F63CED5": "可携带多 75%% 的冲锋枪弹药"
"HASH_4E1F33D5": "美利坚"
"HASH_7CC847D5": "巨兽"
"HASH_38F4A1D6": "升级商店"
"HASH_C32423D6": "在赛博空间中竞速，在时间耗尽前击中 [format][color:blue]迪克帮目标[/format]，同时避开 [format][color:red]防火墙[/format]。"
"HASH_26C11BD6": "兄弟 - 坦克"
"HASH_FAFC2BD6": "兄弟 - 乔什·伯克"
"HASH_6740FBD6": "将耐力条长度增至最大。"
"HASH_BB8FFED6": "在你的手机\"手机\"菜单中可以找到维修伙计。他会修理你当前的载具。"
"HASH_98E2C9D6": "升级伯恩斯山核反应堆据点后，你的城市收入转账上限提升。"
"HASH_6487EAD6": "津亚克"
"HASH_CBA2ABD6": "双人夹击"
"HASH_20B6EBD7": "{ACTION_IMG} 投掷人盾"
"HASH_01034ED7": "投掷球弹制造大范围杀戮。"
"HASH_2F796DD7": "用遥控夺取器控制民用载具，它现已可在你的据点武器库获取。"
"HASH_8CDFBCD7": "你的赛博帮恶名衰减速度略微加快"
"HASH_A79AAED7": "辛族的秘密武器已为你所用！"
"HASH_AAF3B2D7": "收到的全部缓存增加 25%%"
"HASH_8669FDD7": "你不能存放未购买的下载内容"
"HASH_8E74AED8": "护甲爆破枪"
"HASH_3E7274D8": "使用攻击直升机保护你的联络人。"
"HASH_E65026D8": "据点 - 圣徒顶层公寓"
"HASH_66FC92D8": "可携带多 25%% 的特殊弹药"
"HASH_D13B7FD8": "新的可下载内容技能与奖励等级现已开放！"
"HASH_594BBDD8": "已暂停"
"HASH_B55CF8D8": "入侵成功！"
"HASH_7750C3D9": "炸药包"
"HASH_DC4DCDD9": "{ATTACK_SECONDARY_IMG} 副武器开火 \n这把武器有可用的副开火模式。"
"HASH_5EDE82D9": "弹药 - 手枪 4"
"HASH_7000BFD9": "战士装备，性感与防护兼备。"
"HASH_73D4A0D9": "被载具撞击受到的伤害中等降低。"
"HASH_20713ED9": "你的据点武器库可多储存 10%% 弹药。"
"HASH_4E9AC6D9": "让坦尼娅听你差遣。"
"HASH_EDF2DCD9": "确定要离开任务吗？\n你将丢失自上一个检查点以来的全部进度。"
"HASH_0F3D2AD9": "此根据地期间你不能来这里"
"ANAL_PROBE": "矫正探针"
"HASH_081300DA": "碰瓷索赔"
"HASH_FCD025DB": "{ACCELERATE_IMG} 加速\n{BRAKE_REVERSE_IMG} 刹车 + 倒车\n{ANALOG_LS_IMG} 可翘头与急停。"
"HASH_9453DCDB": "通过缩放 {SHOULDER_CAMERA_IMG} 锁定载具目标。\n用准星控制已发射火箭的飞行方向。"
"HASH_836FADDB": "服装 - 星际战士"
"HASH_2BD52DDB": "据点 - 火药"
"HASH_7BA0BADC": "武器开火"
"HASH_D7FB3FDC": "弹药 - 炸药 3"
"HASH_D8E01ADC": "帮派 - 生命提升 2"
"HASH_EDCD7EDC": "你的门户衣橱现已提供新的可下载内容。"
"HASH_F0C9C9DC": "圣徒军用载具。"
"HASH_DA706CDC": "太空服已加入你的据点衣橱。"
"HASH_5D2C23DC": "伤害 - 爆炸 4"
"HASH_AFDC0FDC": "奥列格"
"HASH_F7A93FDC": "已锁定"
"HASH_67AFDDDD": "{CBA_OFC_HS_EXECUTE_IMG} 快速近战猛击"
"HASH_A2DAB8DD": "肾上腺素条充满后，使用肾上腺素模式连续打出疯狂的强化撞击！"
"HASH_2A202ADD": "载具 - 水上载具"
"HASH_A29929DD": "载具 - 武装直升机"
"HASH_0CC3D3DD": "每小时缓存转入 {game_cash}2,500"
"HASH_8D4873DD": "你驾驶的每辆车都配备氮气。按 {NITRO_IMG} 启动。"
"HASH_F71680DD": "生命值恢复速度加快"
"HASH_FA9BF4DD": "自动完成城市接管"
"WPNCAT_RIFLE": "步枪"
"HASH_202778DE": "瞬间装填 - 手枪"
"HASH_FF7236DE": "服装 - 钢铁浪客"
"HASH_5F0A29DE": "奖励 - 摔跤手"
"HASH_8FAAEDDE": "爆破"
"HASH_BA8A00DE": "GL G20"
"HASH_3E9124DF": "敌方通缉度可由捕获出现的主控者清除。"
"HASH_292D6EDF": "弹药 - 步枪 2"
"HASH_E409FBDF": "伤害 - 轻武器"
"HASH_A0E2E7DF": "新科尔文"
"HASH_396D8ADF": "板球棒"
"HASH_CC2AA3DF": "制导导弹"
"HASH_D764CBDF": "然后我跑了……"
"HASH_C50E47E0": "镜头缩放"
"HASH_AC3125E0": "矫正者"
"HASH_C4D8D6E0": "这副阴森的金属面孔将让敌人充满恐惧！"
"HASH_5A0C04E0": "转账上限"
"HASH_F2FD83E1": "可携带多 25%% 的手枪弹药"
"HASH_913FD0E1": "升级火药据点后，你获得的所有声望额外增加 10%%"
"HASH_48229CE1": "伤害 - 载具 3"
"HASH_D8385EE1": "让一名兄弟给你送一把随机武器。（已废弃）"
"HASH_7E8502E2": "你死了！"
"HASH_98C8B2E2": "声望加成"
"HASH_EC51DFE2": "爆炸弹药携带量提升 75%%"
"HASH_439017E2": "收到的全部缓存增加 10%%"
"HASH_D2F98BE2": "占领火药据点后，你的城市收入转账上限提升。"
"HASH_52456DE2": "武器库弹药"
"HASH_568FA2E2": "武器库弹药"
"HASH_BBEC23E2": "%ls 找到了你错过的收集品"
"HASH_01324AE2": "薇奥拉"
"HASH_D91068E3": "小游戏"
"RIFLE_LASER": "外星步枪"
"HASH_5CCE90E3": "新任务"
"HASH_8AFF36E4": "模拟中到处都是安全程序。将它们一网打尽。"
"HASH_87D56DE4": "在重温你与盟友过往未述故事的同时，找回失去的记忆。"
"HASH_CDB0CFE4": "SILVERLINK - 经验值增益"
"HASH_3F9E67E4": "齐莫斯的宅子现在是圣徒据点。在这里可以存取武器库与衣服。"
"HASH_1A15DDE4": "安吉尔的据点现在是圣徒据点。在这里可以存取武器库与衣服。"
"HASH_79E80FE4": "埃斯皮纳"
"HASH_F5A2FDE5": "招募一名圣徒帮派成员作为随从。"
"HASH_CBBC2AE5": "清除你当前的帮派恶名。"
"HASH_2FD13EE6": "载具炮塔"
"HASH_1BA203E6": "弹药 - 手雷 4"
"HASH_D0AD7AE6": "你的门户车库现已提供这架直升机"
"HASH_049448E6": "伤害 - 坠落 4"
"HASH_C83FA0E6": "你无法自定义搭档的车辆。"
"HASH_D21D99E6": "一次发射三道光束。火力更猛，瞄准更省事。何乐而不为？"
"HASH_A0770FE7": "抢夺"
"HASH_B6D747E7": "你的帮派现在可以收纳赛博帮成员。"
"HASH_3FD64AE7": "蝰蛇激光步枪"
"HASH_D75620E7": "外星手枪"
"HASH_7BAC11E8": "珠宝店"
"HASH_B4B891E8": "抢夺"
"HASH_E5A076E8": "每小时缓存转入 {game_cash}1,000"
"HASH_1E7525E8": "生命回复速度极快"
"HASH_550A31E8": "升级你的帮派成员以携带冲锋枪"
"HASH_2D588AE8": "你的据点衣橱新增了可下载服装。"
"HASH_557A90E8": "你投票跳过了"
"HASH_89F33DE8": "激光束"
"RIFLE_DISINTEGRATOR": "瓦解者"
"grenade_electric": "电击手雷"
"HASH_3CEE91E8": "与老友共弹"
"HASH_E5ED5BE9": "当你做出能获得经验值的特别举动时，此处会显示活动计量条。填满越多，获得的经验值越多。"
"HASH_BF7026E9": "兄弟 - 生命提升 1"
"HASH_9C304EE9": "武器 - 矫正者"
"HASH_B2F317E9": "你从新科尔文区域获得的每小时城市收入额外增加 5%%"
"HASH_B44F86E9": "伤害 - 爆炸 2"
"HASH_97C9B6EA": "船只操控"
"HASH_DA6019EA": "通缉度 - 外星"
"HASH_79973BEA": "在你的手机\"手机\"菜单中可以找到安吉尔。他会在战斗中帮助圣徒。"
"decker_sword": "夜曲"
"HASH_06F8ECEA": "圣徒之颜"
"HASH_B691C5EB": "开始合作根据地？"
"HASH_530BBDEB": "和安吉尔组队作战。"
"HASH_F406D3EB": "经验值"
"HASH_2E48E1EC": "用 {ANALOG_RS_IMG} 寻找目标弱点。\n将 {ANALOG_RS_IMG} 保持在该处，再配合箭头指示及时推动 {ANALOG_LS_IMG} 重击该点。"
"HASH_10CE7FEC": "可携带多 25%% 的霰弹枪弹药"
"HASH_C04889EC": "你的通缉度衰减速度大幅加快"
"HASH_917311EC": "喜欢拳脚相加？你的拳击如今威力惊人，还能把人扔得更远。"
"HASH_9AB705EC": "被载具撞击时你不会受到任何伤害。"
"HASH_CC4F58EC": "与'经典'肖恩蒂一同放松休闲。"
"HASH_55DEBDEC": "%ls 与 %ls 拉近和拉远镜头"
"HASH_B03D76EC": "往昔回响"
"HASH_C9BBADED": "兄弟 - 维修"
"HASH_ABC9CEED": "你的门户车库现已提供原型喷气摩托"
"HASH_501987ED": "哇哦。"
"HASH_A0AA5EEE": "区域每小时现金"
"HASH_6A0C08EE": "服装 - 歌舞伎战士"
"HASH_D09C7BEE": "在你的HUB\"手机\"菜单中可以找到直升机伙计。他会在战斗中给你送来一架直升机。"
"HASH_147446EE": "受到的爆炸伤害小幅降低。"
"HASH_82FD1BEE": "帮派 - 复活计时 3"
"HASH_F74316EE": "据点 - 暗号"
"HASH_B15F4CEE": "救护车"
"HASH_0B9FB7EF": "人质"
"HASH_0FC803EF": "武器 - 死神无人机"
"HASH_01F6DFEF": "瞬间装填 - 霰弹枪"
"HASH_F3EE6EEF": "服装 - 祭坛侍者"
"HASH_D3C293EF": "真正的美国梦。"
"HASH_D87D79EF": "你的据点武器库可多储存 10%% 弹药。"
"HASH_AADC5BEF": "发射压缩能量弹，可在目标间弹射。聚会利器！"
"HASH_DE7D09F0": "[format][color:green]放过基尔班[/format]"
"HASH_39F55EF0": "弹药 - 炸药"
"HASH_83F890F0": "布里斯顿区"
"HASH_C7EFD5F0": "源木后援"
"HASH_CD4B6FF0": "%ls 已被杀死！"
"HASH_2F1431F0": "别往下看"
"HASH_105658F1": "让一名兄弟送一架直升机来。"
"HASH_CA5ED9F1": "坦克"
"HASH_1663E9F1": "乔什"
"HASH_0FA264F1": "把你的敌人撕成碎片，大卸八块！"
"HASH_A170DEF1": "%s 倒下了！"
"HASH_B10448F2": "奖励 - 晨星帮"
"HASH_AC1714F2": "武器兄弟"
"HASH_57328DF2": "有什么东西挡住了你的路。"
"HASH_E91A2FF2": "圣徒需要你回钢埠"
"HASH_E5C993F3": "{ACTION_IMG} 开镜缩放模式"
"HASH_93908AF3": "兄弟们获得中等生命提升"
"HASH_0A079AF3": "伤害 - 轻武器 3"
"HASH_A63176F3": "LV{0}"
"HASH_8D4A7FF3": "入侵失败！"
"HASH_2E1A31F4": "人盾"
"HASH_26C7DDF4": "在你的HUB\"手机\"菜单中可以使用载具交付。用它即时取回已用{SCAN_IMG}扫描过的载具。"
"HASH_88F2F3F4": "可携带多 75%% 的特殊弹药"
"HASH_07ECB8F4": "官方夜刃猩红炮台服装。"
"SPECIAL_ABDUCTION": "绑架枪"
"HASH_81C1D5F5": "{FIREARM_IMG} 开火武器"
"HASH_653090F5": "模拟中现已提供更难的源木教授 M.O.M. 活动。\n在地图上查看地点。"
"HASH_B8795BF5": "你的帮派现在可以使用摔跤手帮载具。"
"HASH_7A526FF5": "你的门户武器缓存现已提供新的可下载内容。"
"HASH_9E0EDEF5": "全套中世纪风格盔甲。"
"HASH_2F1459F5": "和齐莫斯一起行动。 "
"HASH_7407C1F5": "紧凑型冲锋枪，射速极高。"
"HASH_C259D4F5": "美利坚"
"HASH_B85735F6": "闪点"
"HASH_044C97F6": "SILVERLINK - 经验值"
"HASH_4D30EFF6": "升级伯恩斯山核反应堆据点后，你获得的所有声望额外增加 10%%"
"HASH_9A36B2F6": "这个根据地归你了！\n在暗号据点进行自定义与升级，拓展圣徒的势力范围并获取丰厚升级奖励。"
"HASH_75E375F6": "爆炸 - 不被击飞"
"HASH_89A5F7F7": "按下 {CROUCH_IMG} 蹲下 \n蹲下射击时精度更高。"
"HASH_F85035F7": "瞬间装填 - 冲锋枪"
"HASH_2F614DF7": "你的据点衣橱、武器库与车库新增了可下载内容。"
"HASH_E50B2DF8": "继续用缩放瞄准对准店员以抢劫这家商店。"
"HASH_EA202DF8": "你的帮派现在可以收纳警卫。"
"HASH_F7DBE5F8": "超级跳跃"
"HASH_CF9A8FF8": "再次按下以遣散队伍"
"HASH_987D68F9": "即时挑战 HUD"
"HASH_E26E63F9": "耐力 - 提升 4"
"HASH_616DAFF9": "可携带多 25%% 的冲锋枪弹药"
"HASH_FFE841F9": "复活你的 [format][color:purple]兄弟[/format]"
"HASH_D11CC6FA": "{PRATFALL_ALT_IMG} / {PRATFALL_IMG} 布娃娃摔 \n{ANALOG_LS_IMG} 空中调整"
"HASH_06FF55FA": "弹药 - 手枪 2"
"HASH_894E9AFA": "延长耐力条长度。"
"HASH_C1624BFA": "唐尼"
"HASH_1F9290FA": "狙击枪弹药"
"HASH_426409FA": "攻击马特"
"HASH_72C171FA": "圣徒女密使"
"HASH_4343CDFB": "兄弟 - 奥列格"
"HASH_62D1DDFB": "你的赛博帮恶名衰减速度大幅加快"
"HASH_EC6762FB": "你的帮派现在可以使用晨星帮载具。"
"HASH_78FE9EFB": "你的据点武器库可多储存 10%% 弹药。"
"HASH_3BE99DFB": "确定要离开根据地吗？\n你将丢失自上一个检查点以来的全部进度。"
"HASH_C544DEFB": "秒"
"HASH_53D8D2FC": "迷你游戏"
"HASH_8B2E8BFC": "{CROUCH_IMG} 蹲下\n蹲下可提升射击精准度。"
"HASH_4AE031FC": "受到的火焰伤害小幅降低。"
"HASH_856CEDFC": "赛勒斯·坦普尔"
"HASH_0787D6FC": "金吉那把赛博帮用户网臂炮的实用模型。她哪来这么多时间？"
"HASH_86B291FC": "发现闪点"
"HASH_D6B765FD": "蹲下"
"HASH_E99B58FD": "趣味鲍勃发型。"
"HASH_C1566FFE": "弹药 - 冲锋枪 2"
"HASH_7C150BFE": "受到的子弹与激光伤害小幅降低。"
"HASH_01EA2DFE": "呼叫琳前来支援。"
"HASH_03EDD3FE": "重试或退出任务？"
"HASH_6961C2FF": "根据地"
"HASH_8C6ECDFF": "徒手"
